Vysoká škola,Názov projektu,Identifikačné číslo projektu podľa zmluvy,Spôsob zverejnenia verejnej výzvy na podávanie súťažných návrhov,"Názov programu, v rámci ktorého získal projekt podporu","Názov inštitúcie, ktorá podporu poskytla",Rok začiatku riešenia projektu,Rok skončenia riešenia projektu,"Priezvisko, meno a tituly zodpovedného riešiteľa projektu","Názov pracoviska, na ktorom sa projekt riešil - riešitelia",Výška finančných prostriedkov v kategórii BV v období od 1.1. do 31.12.2021,Výška finančných prostriedkov v kategórii KV v období od 1.1. do 31.12.2021,Charakter grantov,A/N,Komentár CVTI SR
Univerzita Pavla Jozefa Šafárika v Košiciach,Duševné zdravie na pracovisku a posudzovanie zdravotnej spôsobilosti zamestnanca,APVV-16-0002,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. JUDr. Dolobáč Marcel, PhD.",Univerzita Pavla Jozefa Šafárika v Košiciach,"21,290.00 €",0.00 €,Základný výskum,A,
,Identifikácia a validácia signálnych dráh asociovaných s cirkulujúcimi nádorovými bunkami pri karcinóme prsníka.,APVV-16-0010,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. MUDr. Mego Michal, PhD.","Biomedicínske centrum SAV, v. v. i. - Ústav experimentálnej onkológie","7,501.00 €",0.00 €,Základný výskum,A,
,Identifikácia a validácia signálnych dráh asociovaných s cirkulujúcimi nádorovými bunkami pri karcinóme prsníka.,APVV-16-0010,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. MUDr. Mego Michal, PhD.","Ústav molekulárnej biológie SAV, v. v. i.","2,024.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Identifikácia a validácia signálnych dráh asociovaných s cirkulujúcimi nádorovými bunkami pri karcinóme prsníka.,APVV-16-0010,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. MUDr. Mego Michal, PhD.","Univerzita Komenského v Bratislave - Lekárska fakulta , Prírodovedecká fakulta ","1,200.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Špecifické laboratórne monitorovanie reaktivity trombocytov u pacientov s akútnym infarktom myokardu liečených novými antagonistami P2Y12 receptora ,APVV-16-0020,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. MUDr. Staško Ján, PhD.",Univerzita Komenského v Bratislave - Jesseniova lekárska fakulta v Martine,"14,400.00 €",0.00 €,Aplikovaný výskum,A,
Univerzita Komenského v Bratislave,"Úloha mikroRNA v karcinóme prsníka: biologický význam, cielené molekuly a signálne dráhy",APVV-16-0021,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. RNDr. Danková Zuzana, PhD.",Univerzita Komenského v Bratislave - Jesseniova lekárska fakulta v Martine,"25,356.00 €",0.00 €,Základný výskum,A,
,Metagenomický prístup identifikácie a charakterizácie vírusových ochorení pri vybratých druhoch liečivých rastlín,APVV-16-0026,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"Mgr. Mihálik Daniel, PhD.","Biomedicínske centrum SAV, v. v. i. - Virologický ústav","15,498.00 €",0.00 €,Základný výskum,A,
Žilinská univerzita v Žiline,Metagenomický prístup identifikácie a charakterizácie vírusových ochorení pri vybratých druhoch liečivých rastlín,APVV-16-0026,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"Mgr. Mihálik Daniel, PhD.",Žilinská univerzita v Žiline - Výskumný ústav vysokohorskej biológie v Tatranskej Javorine,"13,778.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,"Úloha vnútrobunkových organel a ich interakcií v procese syntézy, modifikácii a degradácii bielkovín vo vzťahu k ischémiou indukovanej oneskorenej smrti neurónov.",APVV-16-0033,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. RNDr. Račay Peter, PhD.",Univerzita Komenského v Bratislave - Jesseniova lekárska fakulta v Martine,"30,768.00 €",0.00 €,Základný výskum,A,
Univerzita Pavla Jozefa Šafárika v Košiciach,Výskum mimojazykových faktorov tvorenia a interpretácie nových pomenovaní,APVV-16-0035,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. PhDr. Stekauer Pavel, DrSc.",Univerzita Pavla Jozefa Šafárika v Košiciach - Filozofická fakulta ,"21,430.00 €",0.00 €,Základný výskum,A,
Slovenská technická univerzita v Bratislave,Agregácia prechodných kovov v živých organizmoch,APVV-16-0039,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. Ing. Boča, Roman, DrSc.",Slovenská technická univerzita v Bratislave - Fakulta chemickej a potravinárskej technológie ,"8,000.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Agregácia prechodných kovov v živých organizmoch,APVV-16-0039,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. Ing. Boča, Roman, DrSc.",Univerzita Komenského v Bratislave - Lekárska fakulta ,"8,000.00 €",0.00 €,Základný výskum,A,
Univerzita sv. Cyrila a Metoda v Trnave,Agregácia prechodných kovov v živých organizmoch,APVV-16-0039,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. Ing. Boča, Roman, DrSc.",Univerzita sv. Cyrila a Metoda v Trnave - Fakulta prírodných vied ,"15,000.00 €",0.00 €,Základný výskum,A,
,Od denára k euru Fenomén peňazí v dejinách Slovenska od stredoveku po súčasnosť,APVV-16-0047,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"PhDr. Hallon Ľudovít, DrSc.","Historický ústav SAV, v. v. i.","28,452.00 €",0.00 €,Základný výskum,A,
,Zlepšenie kvality oleja nepotravinárskych plodín,APVV-16-0051,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. RNDr. Blehová Alžbeta, CSc.",Národné poľnohospodárske a potravinárske centrum - Výskumný ústav rastlinnej výroby,"4,751.00 €",0.00 €,Základný výskum,A,
,Zlepšenie kvality oleja nepotravinárskych plodín,APVV-16-0051,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. RNDr. Blehová Alžbeta, CSc.","VÚRUP, a.s.","3,634.00 €",0.00 €,Základný výskum,A,
,Zlepšenie kvality oleja nepotravinárskych plodín,APVV-16-0051,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. RNDr. Blehová Alžbeta, CSc.",Združenie Energy 21,"4,365.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Zlepšenie kvality oleja nepotravinárskych plodín,APVV-16-0051,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. RNDr. Blehová Alžbeta, CSc.",Univerzita Komenského v Bratislave - Prírodovedecká fakulta ,"7,633.00 €",0.00 €,Základný výskum,A,
Univerzita sv. Cyrila a Metoda v Trnave,Zlepšenie kvality oleja nepotravinárskych plodín,APVV-16-0051,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. RNDr. Blehová Alžbeta, CSc.",Univerzita sv. Cyrila a Metoda v Trnave - Fakulta prírodných vied ,"9,398.00 €",0.00 €,Základný výskum,A,
,Topológia a geometria variet,APVV-16-0053,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. RNDr. Korbaš Július, PhD.","Matematický ústav SAV, v. v. i.","1,250.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Topológia a geometria variet,APVV-16-0053,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. RNDr. Korbaš Július, PhD.","Univerzita Komenského v Bratislave - Fakulta matematiky, fyziky a informatiky ","6,250.00 €",0.00 €,Základný výskum,A,
Slovenská technická univerzita v Bratislave,Výskum unikátnej metódy úpravy mikrogeometrie rezných hrán plazmovým leštením v elektrolyte pre zvýšenie trvanlivosti rezných nástrojov pri obrábaní ťažkoobrobiteľných materiálov,APVV-16-0057,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. Ing. Čaus Alexander, DrSc.","Slovenská technická univerzita v Bratislave - Materiálovotechnologická fakulta, Trnava ","7,028.00 €",0.00 €,Základný výskum,A,
Slovenská technická univerzita v Bratislave,Výskum nových magnetodielektrických keramických a kompozitných materiálových štruktúr,APVV-16-0059,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. Ing. Dosoudil Rastislav, PhD.","Slovenská technická univerzita v Bratislave - Fakulta elektrotechniky a informatiky , Fakulta chemickej a potravinárskej technológie ","33,750.00 €",0.00 €,Základný výskum,A,
,Priority krajín strednej a východnej Európy v kontexte Energetickej únie,APVV-16-0062,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"Mgr. Mišík Matúš, PhD.","Ústav politických vied SAV, v. v. i.","2,400.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Priority krajín strednej a východnej Európy v kontexte Energetickej únie,APVV-16-0062,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"Mgr. Mišík Matúš, PhD.",Univerzita Komenského v Bratislave - Filozofická fakulta ,"11,160.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Genomický profil a transkripčná signatúra kolorektálneho karcinómu.,APVV-16-0066,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. RNDr. Lasabová Zora, PhD.",Univerzita Komenského v Bratislave - Jesseniova lekárska fakulta v Martine,"8,000.00 €",0.00 €,Základný výskum,A,
,Transkriptóm a proteóm v predikcii vitality animálnych modelov,APVV-16-0067,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"Ing. Ondruška Ľubomír, PhD.",Národné poľnohospodárske a potravinárske centrum - Výskumný ústav živočíšnej výroby Nitra,"26,603.00 €",0.00 €,Aplikovaný výskum,A,
,"Pravdepodobnostné, algebrické a kvantovo-mechanické aspekty neurčitosti",APVV-16-0073,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. RNDr. Dvurečenskij Anatolij, DrSc.","Matematický ústav SAV, v. v. i.","12,203.00 €",0.00 €,Základný výskum,A,
Slovenská technická univerzita v Bratislave,"Pravdepodobnostné, algebrické a kvantovo-mechanické aspekty neurčitosti",APVV-16-0073,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. RNDr. Dvurečenskij Anatolij, DrSc.",Slovenská technická univerzita v Bratislave - Stavebná fakulta ,"3,432.00 €",0.00 €,Základný výskum,A,
Prešovská univerzita v Prešove,Moderné amorfné a polykryštalické funkčné materiály pre senzory a aktuátory.,APVV-16-0079,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. RNDr. Varga Rastislav, DrSc.",Prešovská univerzita v Prešove - Fakulta humanitných a prírodných vied ,"5,000.00 €",0.00 €,Základný výskum,A,
Slovenská technická univerzita v Bratislave,Moderné amorfné a polykryštalické funkčné materiály pre senzory a aktuátory.,APVV-16-0079,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. RNDr. Varga Rastislav, DrSc.",Slovenská technická univerzita v Bratislave - Fakulta elektrotechniky a informatiky ,"5,562.00 €",0.00 €,Základný výskum,A,
Technická univerzita v Košiciach,Moderné amorfné a polykryštalické funkčné materiály pre senzory a aktuátory.,APVV-16-0079,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. RNDr. Varga Rastislav, DrSc.","Technická univerzita v Košiciach - Fakulta elektrotechniky a informatiky , Letecká fakulta ","6,510.00 €",0.00 €,Základný výskum,A,
Univerzita Pavla Jozefa Šafárika v Košiciach,Moderné amorfné a polykryštalické funkčné materiály pre senzory a aktuátory.,APVV-16-0079,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. RNDr. Varga Rastislav, DrSc.","Univerzita Pavla Jozefa Šafárika v Košiciach - Prírodovedecká fakulta , Technologický a inovačný park","11,355.00 €",0.00 €,Základný výskum,A,
,Komplexné využitie rastlinnej biomasy v biopotravinách s pridanou hodnotou,APVV-16-0088,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. Ing. Kreps František, PhD.",Národné poľnohospodárske a potravinárske centrum - Výskumný ústav potravinársky,"4,810.00 €",0.00 €,Základný výskum,A,
,Komplexné využitie rastlinnej biomasy v biopotravinách s pridanou hodnotou,APVV-16-0088,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. Ing. Kreps František, PhD.","Ústav ekológie lesa SAV, v. v. i.","4,810.00 €",0.00 €,Základný výskum,A,
Slovenská technická univerzita v Bratislave,Komplexné využitie rastlinnej biomasy v biopotravinách s pridanou hodnotou,APVV-16-0088,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. Ing. Kreps František, PhD.","Slovenská technická univerzita v Bratislave - Fakulta chemickej a potravinárskej technológie , Strojnícka fakulta ","14,910.00 €",0.00 €,Základný výskum,A,
Univerzita sv. Cyrila a Metoda v Trnave,Komplexné využitie rastlinnej biomasy v biopotravinách s pridanou hodnotou,APVV-16-0088,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. Ing. Kreps František, PhD.",Univerzita sv. Cyrila a Metoda v Trnave - Fakulta prírodných vied ,"5,437.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Rozvoj podnikateľskej etiky v slovenskom podnikateľskom prostredí ,APVV-16-0091,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. PhDr. Remišová Anna, CSc.",Univerzita Komenského v Bratislave - Fakulta managementu ,"27,949.00 €",0.00 €,Aplikovaný výskum,A,
,Vývoj technológie výroby pokročilých motorových palív z nepotravinárskych surovín,APVV-16-0097,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. Ing. Hájeková Elena, PhD.",Národné poľnohospodárske a potravinárske centrum - Výskumný ústav rastlinnej výroby,"7,750.00 €",0.00 €,Aplikovaný výskum,A,
,Vývoj technológie výroby pokročilých motorových palív z nepotravinárskych surovín,APVV-16-0097,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. Ing. Hájeková Elena, PhD.","VÚRUP, a.s.","6,962.00 €",0.00 €,Aplikovaný výskum,A,
,Vývoj technológie výroby pokročilých motorových palív z nepotravinárskych surovín,APVV-16-0097,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. Ing. Hájeková Elena, PhD.",Združenie Energy 21,"7,605.00 €",0.00 €,Aplikovaný výskum,A,
Slovenská technická univerzita v Bratislave,Vývoj technológie výroby pokročilých motorových palív z nepotravinárskych surovín,APVV-16-0097,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. Ing. Hájeková Elena, PhD.",Slovenská technická univerzita v Bratislave - Fakulta chemickej a potravinárskej technológie ,"8,750.00 €",0.00 €,Aplikovaný výskum,A,
Trnavská univerzita v Trnave,Trestnoprávna ochrana života a zdravia v podmienkach Slovenskej republiky,APVV-16-0106,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. JUDr. Vráblová Miroslava, PhD.",Trnavská univerzita v Trnave - Právnická fakulta ,"17,666.00 €",0.00 €,Základný výskum,A,
Slovenská technická univerzita v Bratislave,"Návrh, simulácia a optimalizácia hybridných reaktívne separačných systémov na biokatalytickú produckciu prírodných látok",APVV-16-0111,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. Ing. Markoš Jozef, DrSc.",Slovenská technická univerzita v Bratislave - Fakulta chemickej a potravinárskej technológie ,"18,400.00 €",0.00 €,Základný výskum,A,
,Sociokultúrny kapitál úspešných obcí ako zdroj udržateľného rozvoja slovenského vidieka.,APVV-16-0115,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"Luther Daniel, CSc.","Ústav etnológie a sociálnej antropológie Slovenskej akadémie vied, v. v. i.","9,125.00 €",0.00 €,Základný výskum,A,
Univerzita Konštantína Filozofa v Nitre,Sociokultúrny kapitál úspešných obcí ako zdroj udržateľného rozvoja slovenského vidieka.,APVV-16-0115,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"Luther Daniel, CSc.",Univerzita Konštantína Filozofa v Nitre - Filozofická fakulta ,"7,919.00 €",0.00 €,Základný výskum,A,
Univerzita Mateja Bela v Banskej Bystrici,Sociokultúrny kapitál úspešných obcí ako zdroj udržateľného rozvoja slovenského vidieka.,APVV-16-0115,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"Luther Daniel, CSc.",Univerzita Mateja Bela v Banskej Bystrici - Filozofická fakulta,"7,376.00 €",0.00 €,Základný výskum,A,
Univerzita Konštantína Filozofa v Nitre,Štúdium byzantského hodnotového systému a jeho reflexie v slovanskom kultúrnom prostredí,APVV-16-0116,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. ThDr. Zozuľak Ján, PhD.",Univerzita Konštantína Filozofa v Nitre - Filozofická fakulta ,"21,052.00 €",0.00 €,Základný výskum,A,
,Objasnenie mechanizmov posttranslačnej regulácie faktorov zostrihu RNA pri udržiavaní stability genómu,APVV-16-0120,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"Ing. Čipák Ľuboš, PhD.","Biomedicínske centrum SAV, v. v. i. - Ústav experimentálnej onkológie","22,085.00 €",0.00 €,Základný výskum,A,
,Objasnenie mechanizmov posttranslačnej regulácie faktorov zostrihu RNA pri udržiavaní stability genómu,APVV-16-0120,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"Ing. Čipák Ľuboš, PhD.",Centrum biovied SAV - Ústav biochémie a genetiky živočíchov,"4,763.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Objasnenie mechanizmov posttranslačnej regulácie faktorov zostrihu RNA pri udržiavaní stability genómu,APVV-16-0120,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"Ing. Čipák Ľuboš, PhD.",Univerzita Komenského v Bratislave - Prírodovedecká fakulta ,"3,800.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Geodynamické procesy v oblasti styku Álp a Karpát datované na základe vývojových fáz Viedenskej a Dunajskej panvy v kenozoiku,APVV-16-0121,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. RNDr. Kováč Michal, DrSc.",Univerzita Komenského v Bratislave - Prírodovedecká fakulta ,"18,621.00 €",0.00 €,Základný výskum,A,
Slovenská technická univerzita v Bratislave,Fasádna technika budov s viacstupňovým využívaním obnoviteľných zdrojov energie pre udržateľnú architektúru,APVV-16-0126,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. Ing. Bielek Boris, PhD.",Slovenská technická univerzita v Bratislave - Stavebná fakulta ,"31,250.00 €",0.00 €,Vývoj,A,
,Multidisciplinárny výskum geofyzikálno-štruktúrnych parametrov a environmentálneho vplyvu zlomov Západných Karpát,APVV-16-0146,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. RNDr. Bielik Miroslav, DrSc.","Ústav vied o Zemi SAV, v. v. i.","5,626.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Multidisciplinárny výskum geofyzikálno-štruktúrnych parametrov a environmentálneho vplyvu zlomov Západných Karpát,APVV-16-0146,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. RNDr. Bielik Miroslav, DrSc.",Univerzita Komenského v Bratislave - Prírodovedecká fakulta ,"14,401.00 €",0.00 €,Základný výskum,A,
,Fyzikálne vlastnosti a dynamika meteoroidov ,APVV-16-0148,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"RNDr. Tóth Juraj, PhD.","Astronomický ústav SAV, v. v. i.","4,542.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Fyzikálne vlastnosti a dynamika meteoroidov ,APVV-16-0148,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"RNDr. Tóth Juraj, PhD.","Univerzita Komenského v Bratislave - Fakulta matematiky, fyziky a informatiky ","20,459.00 €",0.00 €,Základný výskum,A,
,Kognitívne zlyhania - individuálne prediktory a možnosti intervencie,APVV-16-0153,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"PaedDr. Kurincová Čavojová Vladimira, PhD.","Centrum spoločenských a psychologických vied SAV, v. v. i.","17,180.00 €",0.00 €,Základný výskum,A,
,"Obezita, spánkové apnoe a syndróm obezity-hypoventilácie: vplyv hypoxie na kardiovaskulárne parametre pri respiračných chorobách asociovaných s obezitou a možnosti ich liečebného ovplyvnenia",APVV-16-0158,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"MUDr. Joppa Pavol, PhD.",Centrum vedecko-technických informácií SR,"2,666.00 €",0.00 €,Základný výskum,A,
,"Obezita, spánkové apnoe a syndróm obezity-hypoventilácie: vplyv hypoxie na kardiovaskulárne parametre pri respiračných chorobách asociovaných s obezitou a možnosti ich liečebného ovplyvnenia",APVV-16-0158,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"MUDr. Joppa Pavol, PhD.",Medzinárodné laserové centrum,0.00 €,0.00 €,Základný výskum,A,
Univerzita Pavla Jozefa Šafárika v Košiciach,"Obezita, spánkové apnoe a syndróm obezity-hypoventilácie: vplyv hypoxie na kardiovaskulárne parametre pri respiračných chorobách asociovaných s obezitou a možnosti ich liečebného ovplyvnenia",APVV-16-0158,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"MUDr. Joppa Pavol, PhD.",Univerzita Pavla Jozefa Šafárika v Košiciach,"31,012.00 €",0.00 €,Základný výskum,A,
,Príprava bakteriofágov na terapiu vaginálnych a močových infekcií,APVV-16-0168,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. RNDr. Drahovská Hana, PhD.","Ústav molekulárnej biológie SAV, v. v. i.","7,500.00 €",0.00 €,Aplikovaný výskum,A,
Univerzita Komenského v Bratislave,Príprava bakteriofágov na terapiu vaginálnych a močových infekcií,APVV-16-0168,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. RNDr. Drahovská Hana, PhD.",Univerzita Komenského v Bratislave,"23,000.00 €",0.00 €,Aplikovaný výskum,A,
Slovenská poľnohospodárska univerzita v Nitre,Vedľajšie produkty pri spracovaní hrozna ako zdroj bioaktívnych látok vo výžive zvierat,APVV-16-0170,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. Ing. Gálik Branislav, PhD.","Slovenská poľnohospodárska univerzita v Nitre - Fakulta agrobiológie a potravinových zdrojov , Fakulta biotechnológie a potravinárstva ","11,239.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Terapeutické alternatívy k liečbe rezistentných bakteriálnych infekcií.,APVV-16-0173,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"MUDr. Koreň Ján, PhD.",Univerzita Komenského v Bratislave - Lekárska fakulta ,0.00 €,0.00 €,Aplikovaný výskum,A,
Univerzita sv. Cyrila a Metoda v Trnave,Terapeutické alternatívy k liečbe rezistentných bakteriálnych infekcií.,APVV-16-0173,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"MUDr. Koreň Ján, PhD.",Univerzita sv. Cyrila a Metoda v Trnave - Fakulta prírodných vied ,0.00 €,0.00 €,Aplikovaný výskum,A,
Univerzita Pavla Jozefa Šafárika v Košiciach,Cielená modulácia črevnej mikrobioty a jej transplantácia v prevencii a terapii črevných zápalových chorôb,APVV-16-0176,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"RNDr. Bertková Izabela, PhD.",Univerzita Pavla Jozefa Šafárika v Košiciach,"22,312.00 €",0.00 €,Aplikovaný výskum,A,
Univerzita veterinárskeho lekárstva a farmácie v Košiciach,Cielená modulácia črevnej mikrobioty a jej transplantácia v prevencii a terapii črevných zápalových chorôb,APVV-16-0176,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"RNDr. Bertková Izabela, PhD.",Univerzita veterinárskeho lekárstva a farmácie v Košiciach,"6,196.00 €",0.00 €,Aplikovaný výskum,A,
,"Progresívne modifikácie povrchu dreva, filmotvorných látok a ich interakcie na fázovom rozhraní",APVV-16-0177,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. Ing. Kúdela Jozef, CSc.",VIPO a.s.,"25,626.00 €",0.00 €,Základný výskum,A,
Technická univerzita vo Zvolene,"Progresívne modifikácie povrchu dreva, filmotvorných látok a ich interakcie na fázovom rozhraní",APVV-16-0177,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. Ing. Kúdela Jozef, CSc.",Technická univerzita vo Zvolene - Drevárska fakulta ,"18,935.00 €",0.00 €,Základný výskum,A,
,Mechanizmus tolerancie indukovanej mezenchýmovými stromálnymi bunkami voči protinádorovej liečbe a cielená terapeutická intervencia v nádorových bunkách karcinómu prsníka ,APVV-16-0178,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"Mgr. Miklíková Svetlana, PhD.","Biomedicínske centrum SAV, v. v. i. - Ústav experimentálnej onkológie","21,375.00 €",0.00 €,Základný výskum,A,
,Mechanizmus tolerancie indukovanej mezenchýmovými stromálnymi bunkami voči protinádorovej liečbe a cielená terapeutická intervencia v nádorových bunkách karcinómu prsníka ,APVV-16-0178,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"Mgr. Miklíková Svetlana, PhD.",REGENMED s.r.o.,"2,500.00 €",0.00 €,Základný výskum,A,
,Exotické kvantové stavy nízkorozmerných spinových a elektrónových systémov,APVV-16-0186,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. RNDr. Strečka Jozef, PhD.","Fyzikálny ústav SAV, v. v. i.","7,440.00 €",0.00 €,Základný výskum,A,
,Exotické kvantové stavy nízkorozmerných spinových a elektrónových systémov,APVV-16-0186,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. RNDr. Strečka Jozef, PhD.","Ústav experimentálnej fyziky SAV, v. v. i.","2,987.00 €",0.00 €,Základný výskum,A,
Technická univerzita v Košiciach,Exotické kvantové stavy nízkorozmerných spinových a elektrónových systémov,APVV-16-0186,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. RNDr. Strečka Jozef, PhD.",Technická univerzita v Košiciach - Strojnícka fakulta ,774.00 €,0.00 €,Základný výskum,A,
