Vysoká škola,Názov projektu,Identifikačné číslo projektu podľa zmluvy,Spôsob zverejnenia verejnej výzvy na podávanie súťažných návrhov,"Názov programu, v rámci ktorého získal projekt podporu","Názov inštitúcie, ktorá podporu poskytla",Rok začiatku riešenia projektu,Rok skončenia riešenia projektu,"Priezvisko, meno a tituly zodpovedného riešiteľa projektu","Názov pracoviska, na ktorom sa projekt riešil - riešitelia",Výška finančných prostriedkov v kategórii BV v období od 1.1. do 31.12.2021,Výška finančných prostriedkov v kategórii KV v období od 1.1. do 31.12.2021,Charakter grantov,A/N,Komentár CVTI SR
,Šírenie patológie asociovanej s alfa-Synukleínom naprieč orgánmi gastrointestinálneho traktu v myšom modeli a pacientov s Parkinsonovou chorobou,APVV-20-0331,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2024,"Mgr. Kráľová Trančíková Alžbeta, PhD.","Neuroimunologický ústav SAV, v. v. i.","32,875.00 €",0.00 €,Základný výskum,A,
,Prekračovanie hraníc. Fenomén mobility v dejinách Slovenska,APVV-20-0333,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"PhDr. Michálek Slavomír , DrSc.","Historický ústav SAV, v. v. i.","18,131.00 €",0.00 €,Základný výskum,A,
,"Nie je to pravda, ale mohla by byť: Konšpiračné teórie a hoaxy v modernom vývoji Slovenska v európskom kontexte",APVV-20-0334,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"Dr.h.c. prof. Ing. Nečas Pavel, PhD., MBA",Akadémia ozbrojených síl generála Milana Rastislava Štefánika,"1,833.00 €",0.00 €,Základný výskum,A,
,"Nie je to pravda, ale mohla by byť: Konšpiračné teórie a hoaxy v modernom vývoji Slovenska v európskom kontexte",APVV-20-0334,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"Dr.h.c. prof. Ing. Nečas Pavel, PhD., MBA","Ústav etnológie a sociálnej antropológie Slovenskej akadémie vied, v. v. i.","3,107.00 €",0.00 €,Základný výskum,A,
,"Nie je to pravda, ale mohla by byť: Konšpiračné teórie a hoaxy v modernom vývoji Slovenska v európskom kontexte",APVV-20-0334,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"Dr.h.c. prof. Ing. Nečas Pavel, PhD., MBA","Ústav politických vied SAV, v. v. i.","3,353.00 €",0.00 €,Základný výskum,A,
Akadémia Policajného zboru v Bratislave,"Nie je to pravda, ale mohla by byť: Konšpiračné teórie a hoaxy v modernom vývoji Slovenska v európskom kontexte",APVV-20-0334,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"Dr.h.c. prof. Ing. Nečas Pavel, PhD., MBA",Akadémia Policajného zboru v Bratislave,"2,305.00 €",0.00 €,Základný výskum,A,
Univerzita Konštantína Filozofa v Nitre,"Nie je to pravda, ale mohla by byť: Konšpiračné teórie a hoaxy v modernom vývoji Slovenska v európskom kontexte",APVV-20-0334,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"Dr.h.c. prof. Ing. Nečas Pavel, PhD., MBA",Univerzita Konštantína Filozofa v Nitre - Filozofická fakulta ,"2,305.00 €",0.00 €,Základný výskum,A,
Univerzita Mateja Bela v Banskej Bystrici,"Nie je to pravda, ale mohla by byť: Konšpiračné teórie a hoaxy v modernom vývoji Slovenska v európskom kontexte",APVV-20-0334,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"Dr.h.c. prof. Ing. Nečas Pavel, PhD., MBA",Univerzita Mateja Bela v Banskej Bystrici,"18,101.00 €",0.00 €,Základný výskum,A,
Univerzita Pavla Jozefa Šafárika v Košiciach,"Nie je to pravda, ale mohla by byť: Konšpiračné teórie a hoaxy v modernom vývoji Slovenska v európskom kontexte",APVV-20-0334,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"Dr.h.c. prof. Ing. Nečas Pavel, PhD., MBA",Univerzita Pavla Jozefa Šafárika v Košiciach - Filozofická fakulta ,"2,828.00 €",0.00 €,Základný výskum,A,
,Redukovanie šírenia dezinformácií a nepodložených presvedčení,APVV-20-0335,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"doc. PaedDr. Kurincová Čavojová Vladimíra, PhD.","Centrum spoločenských a psychologických vied SAV, v. v. i.","25,380.00 €",0.00 €,Základný výskum,A,
,"Premeny spoločenstva Maďarov na Slovensku za posledných sto rokov, s osobitným dôrazom na ich každodennú kultúru",APVV-20-0336,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"doc. Simon Attila, PhD.",Fórum inštitút pre výskum menšín,"17,781.00 €",0.00 €,Základný výskum,A,
Ekonomická univerzita v Bratislave,Hybné sily ekonomického rastu a prežitie firiem v šiestej K-vlne,APVV-20-0338,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2024,"prof. Ing. Ochotnický Pavol, CSc.",Ekonomická univerzita v Bratislave - Národohospodárska fakulta ,"12,610.00 €",0.00 €,Základný výskum,A,
Prešovská univerzita v Prešove,Hybné sily ekonomického rastu a prežitie firiem v šiestej K-vlne,APVV-20-0338,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2024,"prof. Ing. Ochotnický Pavol, CSc.",Prešovská univerzita v Prešove - Fakulta manažmentu ,"2,000.00 €",0.00 €,Základný výskum,A,
Slovenská technická univerzita v Bratislave,Hybné sily ekonomického rastu a prežitie firiem v šiestej K-vlne,APVV-20-0338,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2024,"prof. Ing. Ochotnický Pavol, CSc.",Slovenská technická univerzita v Bratislave - Fakulta informatiky a informačných technológií ,0.00 €,0.00 €,Základný výskum,A,
Univerzita Mateja Bela v Banskej Bystrici,Hybné sily ekonomického rastu a prežitie firiem v šiestej K-vlne,APVV-20-0338,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2024,"prof. Ing. Ochotnický Pavol, CSc.",Univerzita Mateja Bela v Banskej Bystrici - Ekonomická fakulta ,"3,723.00 €",0.00 €,Základný výskum,A,
Univerzita Pavla Jozefa Šafárika v Košiciach,Vývoj účinných geneticky kódovaných fotosenzibilizátorov,APVV-20-0340,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"doc. RNDr. Sedlák Erik, DrSc.",Univerzita Pavla Jozefa Šafárika v Košiciach,"26,352.00 €",0.00 €,Základný výskum,A,
,Určenie úlohy dopamínu a  neurogenézy v dospelosti pre naučené správanie spevavcov pomocou optogenetickej manipulácie ,APVV-20-0344,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"Mgr. Niederová Ľubica, PhD.","Centrum biovied SAV, v. v. i. - Ústav biochémie a genetiky živočíchov","14,705.00 €",0.00 €,Základný výskum,A,
,Určenie úlohy dopamínu a  neurogenézy v dospelosti pre naučené správanie spevavcov pomocou optogenetickej manipulácie ,APVV-20-0344,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"Mgr. Niederová Ľubica, PhD.","Neuroimunologický ústav SAV, v. v. i.","7,574.00 €",0.00 €,Základný výskum,A,
Slovenská technická univerzita v Bratislave,Právne a technické aspekty zavádzania autonómnych vozidiel,APVV-20-0346,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2023,"Dr.h.c. prof. JUDr. Kurilovská Lucia, PhD.","Slovenská technická univerzita v Bratislave - Fakulta informatiky a informačných technológií , Strojnícka fakulta ","7,145.00 €",0.00 €,Aplikovaný výskum,A,
Univerzita Komenského v Bratislave,Právne a technické aspekty zavádzania autonómnych vozidiel,APVV-20-0346,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2023,"Dr.h.c. prof. JUDr. Kurilovská Lucia, PhD.",Univerzita Komenského v Bratislave - Právnická fakulta ,"17,309.00 €",0.00 €,Aplikovaný výskum,A,
,Valorizácia kávového odpadu pre produkciu priemyselne zaujímavých látok s vyššou pridanou hodnotou a biodieselu,APVV-20-0348,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"Ing. Klempová Tatiana, PhD.",Združenie Energy 21,"12,200.00 €",0.00 €,Aplikovaný výskum,A,
Slovenská technická univerzita v Bratislave,Valorizácia kávového odpadu pre produkciu priemyselne zaujímavých látok s vyššou pridanou hodnotou a biodieselu,APVV-20-0348,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"Ing. Klempová Tatiana, PhD.",Slovenská technická univerzita v Bratislave - Fakulta chemickej a potravinárskej technológie ,"21,800.00 €",0.00 €,Aplikovaný výskum,A,
Univerzita Komenského v Bratislave,Výskum motivácie študentov v adaptívnom personalizovanom prostredí s kolaboratívnymi nástrojmi,APVV-20-0353,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"prof. RNDr. Kalaš Ivan, PhD.","Univerzita Komenského v Bratislave - Fakulta matematiky, fyziky a informatiky ","3,409.00 €",0.00 €,Základný výskum,A,
,Čítanie v prírodných archívoch: tisíce rokov dlhá história prostredia a klimatických zmien zaznamenaná v alpínskych jazerách Ukrajinských Karpát,APVV-20-0358,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"prof. RNDr. Bitušík Peter, CSc.","Ústav vied o Zemi SAV, v. v. i.","6,077.00 €",0.00 €,Základný výskum,A,
Technická univerzita vo Zvolene,Čítanie v prírodných archívoch: tisíce rokov dlhá história prostredia a klimatických zmien zaznamenaná v alpínskych jazerách Ukrajinských Karpát,APVV-20-0358,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"prof. RNDr. Bitušík Peter, CSc.",Technická univerzita vo Zvolene - Fakulta ekológie a environmentalistiky ,"16,057.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Čítanie v prírodných archívoch: tisíce rokov dlhá história prostredia a klimatických zmien zaznamenaná v alpínskych jazerách Ukrajinských Karpát,APVV-20-0358,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"prof. RNDr. Bitušík Peter, CSc.",Univerzita Komenského v Bratislave - Prírodovedecká fakulta ,"1,188.00 €",0.00 €,Základný výskum,A,
Univerzita Mateja Bela v Banskej Bystrici,Čítanie v prírodných archívoch: tisíce rokov dlhá história prostredia a klimatických zmien zaznamenaná v alpínskych jazerách Ukrajinských Karpát,APVV-20-0358,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"prof. RNDr. Bitušík Peter, CSc.",Univerzita Mateja Bela v Banskej Bystrici - Fakulta prírodných vied ,"15,520.00 €",0.00 €,Základný výskum,A,
Ekonomická univerzita v Bratislave,"Covid-19 pandémia, makroekonomický vývoj, potravinová bezpečnosť a blahobyt domácností",APVV-20-0359,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2024,"Ing. Cupák Andrej, PhD.",Ekonomická univerzita v Bratislave - Národohospodárska fakulta ,"17,030.00 €",0.00 €,Základný výskum,A,
Slovenská poľnohospodárska univerzita v Nitre,"Covid-19 pandémia, makroekonomický vývoj, potravinová bezpečnosť a blahobyt domácností",APVV-20-0359,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2024,"Ing. Cupák Andrej, PhD.",Slovenská poľnohospodárska univerzita v Nitre - Fakulta ekonomiky a manažmentu ,"15,800.00 €",0.00 €,Základný výskum,A,
,Integrovaný lesnícko-ekologický výskum vzácnych horských lesov v oblasti Tatier,APVV-20-0365,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2024,"Ing. Sitkova Zuzana, PhD.",Národné lesnícke centrum,"32,107.00 €",0.00 €,Aplikovaný výskum,A,
,Integrovaný lesnícko-ekologický výskum vzácnych horských lesov v oblasti Tatier,APVV-20-0365,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2024,"Ing. Sitkova Zuzana, PhD.",ŠTÁTNE LESY TATRANSKÉHO NÁRODNÉHO PARKU TATRANSKÁ LOMNICA,"5,250.00 €",0.00 €,Aplikovaný výskum,A,
,"Regionálna detekcia, atribúcia a projekcia dopadov variability klímy a klimatickej zmeny na režim odtoku na Slovensku",APVV-20-0374,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"RNDr. Pekárová Pavla, DrSc.",Slovenský hydrometeorologický ústav,"4,654.00 €",0.00 €,Základný výskum,A,
,"Regionálna detekcia, atribúcia a projekcia dopadov variability klímy a klimatickej zmeny na režim odtoku na Slovensku",APVV-20-0374,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"RNDr. Pekárová Pavla, DrSc.","Ústav hydrológie SAV, v. v. i.","7,125.00 €",0.00 €,Základný výskum,A,
Slovenská technická univerzita v Bratislave,"Regionálna detekcia, atribúcia a projekcia dopadov variability klímy a klimatickej zmeny na režim odtoku na Slovensku",APVV-20-0374,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"RNDr. Pekárová Pavla, DrSc.",Slovenská technická univerzita v Bratislave - Stavebná fakulta ,"7,050.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,"Regionálna detekcia, atribúcia a projekcia dopadov variability klímy a klimatickej zmeny na režim odtoku na Slovensku",APVV-20-0374,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"RNDr. Pekárová Pavla, DrSc.","Univerzita Komenského v Bratislave - Fakulta matematiky, fyziky a informatiky ","3,515.00 €",0.00 €,Základný výskum,A,
,Psychologické súvislosti nepodložených informácií a presvedčení súvisiacich s pandémiou COVID-19. ,APVV-20-0387,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"prof. Halama Peter, PhD.","Centrum spoločenských a psychologických vied SAV, v. v. i.","26,494.00 €",0.00 €,Základný výskum,A,
Technická univerzita vo Zvolene,Monitoring lesných porastov v trojdimenzionálnom priestore a čase pomocou inovatívnych prístupov blízkeho-dosahu,APVV-20-0391,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"Ing. Mokroš Martin, PhD.",Technická univerzita vo Zvolene - Lesnícka fakulta ,"36,389.00 €",0.00 €,Základný výskum,A,
Technická univerzita vo Zvolene,FMA analýza potenciálnych signálov vhodných pre adaptívne riadenie nestingových stratégií frézovania aglomerátov na báze dreva,APVV-20-0403,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"doc. Ing. Koleda Peter, PhD.",Technická univerzita vo Zvolene,"57,293.00 €",0.00 €,Základný výskum,A,
,Inovácia tvorby manažmentových plánov pre podporu participatívneho rozhodovania pri zabezpečovaní ekosystémových služieb lesa,APVV-20-0408,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"doc. Ing. Sedmák Róbert, PhD.",Národné lesnícke centrum,"5,222.00 €",0.00 €,Aplikovaný výskum,A,
Technická univerzita vo Zvolene,Inovácia tvorby manažmentových plánov pre podporu participatívneho rozhodovania pri zabezpečovaní ekosystémových služieb lesa,APVV-20-0408,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"doc. Ing. Sedmák Róbert, PhD.",Technická univerzita vo Zvolene - Lesnícka fakulta ,"9,067.00 €",0.00 €,Aplikovaný výskum,A,
,Ochrana a konzervovanie novodobých objektov kultúrneho dedičstva s obsahom plastov,APVV-20-0410,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"doc. Ing. Vizárová Katarína, PhD.",Slovenská národná galéria,"7,836.00 €",0.00 €,Aplikovaný výskum,A,
Slovenská technická univerzita v Bratislave,Ochrana a konzervovanie novodobých objektov kultúrneho dedičstva s obsahom plastov,APVV-20-0410,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"doc. Ing. Vizárová Katarína, PhD.",Slovenská technická univerzita v Bratislave - Fakulta chemickej a potravinárskej technológie ,"12,674.00 €",0.00 €,Aplikovaný výskum,A,
,Črevná mikrobiota a diabetická periferálna neuropatia: účinok cemtirestatu v potkaňom modely diabetu,APVV-20-0411,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2024,"Ing. Šoltésová Prnova Marta, PhD.","Centrum experimentálnej medicíny SAV, v. v. i. - Ústav experimentálnej farmakológie a toxikológie","21,100.00 €",0.00 €,Základný výskum,A,
,Črevná mikrobiota a diabetická periferálna neuropatia: účinok cemtirestatu v potkaňom modely diabetu,APVV-20-0411,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2024,"Ing. Šoltésová Prnova Marta, PhD.","Ústav molekulárnej biológie SAV, v. v. i.","10,000.00 €",0.00 €,Základný výskum,A,
,"Fyzikálny „processing“ biomasy ako zdroj bio-aktívnych látok s antivirálnym, antibakteriálnym a protizápalovým účinkom pre ďalšie aplikácie.",APVV-20-0413,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2023,"doc. Ing. Maliar Tibor, PhD.",Národné poľnohospodárske a potravinárske centrum - Výskumný ústav potravinársky,"25,756.00 €",0.00 €,Aplikovaný výskum,A,
Univerzita sv. Cyrila a Metoda v Trnave,"Fyzikálny „processing“ biomasy ako zdroj bio-aktívnych látok s antivirálnym, antibakteriálnym a protizápalovým účinkom pre ďalšie aplikácie.",APVV-20-0413,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2023,"doc. Ing. Maliar Tibor, PhD.",Univerzita sv. Cyrila a Metoda v Trnave - Fakulta prírodných vied ,"34,156.00 €",0.00 €,Aplikovaný výskum,A,
,Digitálna zbierka slovenskej prózy,APVV-20-0414,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"Mgr. Debnár Marek, PhD.","Jazykovedný ústav Ľudovíta Štúra SAV, v. v. i.","3,022.00 €",0.00 €,Aplikovaný výskum,A,
,Digitálna zbierka slovenskej prózy,APVV-20-0414,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"Mgr. Debnár Marek, PhD.","Ústav slovenskej literatúry SAV, v. v. i.","2,822.00 €",0.00 €,Aplikovaný výskum,A,
Univerzita Konštantína Filozofa v Nitre,Digitálna zbierka slovenskej prózy,APVV-20-0414,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"Mgr. Debnár Marek, PhD.",Univerzita Konštantína Filozofa v Nitre - Filozofická fakulta ,"15,670.00 €",0.00 €,Aplikovaný výskum,A,
,Vývoj unikátneho TiMg kompozitného zubného implantátu,APVV-20-0417,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"Ing. Balog Martin, PhD.","Biomedicínske centrum SAV, v. v. i. - Virologický ústav","2,094.00 €",0.00 €,Vývoj,A,
,Vývoj unikátneho TiMg kompozitného zubného implantátu,APVV-20-0417,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"Ing. Balog Martin, PhD.","Centrum pre využitie pokročilých materiálov SAV, v. v. i.","5,874.00 €",0.00 €,Vývoj,A,
,Vývoj unikátneho TiMg kompozitného zubného implantátu,APVV-20-0417,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"Ing. Balog Martin, PhD.","Ústav materiálov a mechaniky strojov SAV, v. v. i.","21,788.00 €",0.00 €,Vývoj,A,
,Nový prístup k rehabilitácii pacientov po cievnej mozgovej príhode. Základný a translačný výskum s cieľom zlepšiť funkciu rovnováhy a symetriu tela u pacientov po cievnej mozgovej príhode pomocou senzorickej stimulácie.,APVV-20-0420,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"RNDr. Bzdúšková Diana, PhD.","Centrum experimentálnej medicíny SAV, v. v. i. - Ústav normálnej a patologickej fyziologie","26,452.00 €",0.00 €,Základný výskum,A,
,Kardiometabolické účinky stimulácie Mas receptorov modulovaním renín-angiotenzínového systému - klúčová úloha angiotenzín-konvertujúceho enzýmu 2.,APVV-20-0421,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"Ing. Zorad Štefan, CSc.","Biomedicínske centrum SAV, v. v. i. - Ústav experimentálnej endokrinológie","23,442.00 €",0.00 €,Základný výskum,A,
,Kardiometabolické účinky stimulácie Mas receptorov modulovaním renín-angiotenzínového systému - klúčová úloha angiotenzín-konvertujúceho enzýmu 2.,APVV-20-0421,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"Ing. Zorad Štefan, CSc.","Centrum experimentálnej medicíny SAV, v. v. i. - Ústav normálnej a patologickej fyziologie, Ústav pre výskum srdca","7,002.00 €",0.00 €,Základný výskum,A,
,Topologicky netriviálne magnetické a supravodivé nanoštruktúry,APVV-20-0425,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2024,"Mgr. Samuely Tomáš, PhD.","Elektrotechnický ústav SAV, v. v. i.","8,280.00 €",0.00 €,Základný výskum,A,
,Topologicky netriviálne magnetické a supravodivé nanoštruktúry,APVV-20-0425,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2024,"Mgr. Samuely Tomáš, PhD.","Ústav experimentálnej fyziky SAV, v. v. i.","4,600.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Topologicky netriviálne magnetické a supravodivé nanoštruktúry,APVV-20-0425,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2024,"Mgr. Samuely Tomáš, PhD.","Univerzita Komenského v Bratislave - Fakulta matematiky, fyziky a informatiky ","13,300.00 €",0.00 €,Základný výskum,A,
Univerzita Pavla Jozefa Šafárika v Košiciach,Topologicky netriviálne magnetické a supravodivé nanoštruktúry,APVV-20-0425,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2024,"Mgr. Samuely Tomáš, PhD.",Univerzita Pavla Jozefa Šafárika v Košiciach - Prírodovedecká fakulta ,"10,120.00 €",0.00 €,Základný výskum,A,
Žilinská univerzita v Žiline,Nové prístupy k zvyšovaniu únavovej životnosti zvarových spojov vysokopevných konštrukčných ocelí,APVV-20-0427,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"doc. Ing. Nový František, PhD.",Žilinská univerzita v Žiline - Strojnícka fakulta ,"38,253.00 €",0.00 €,Základný výskum,A,
Slovenská technická univerzita v Bratislave,Výskum progresívnych metód znižovania prenosu hluku a vibrácií hnacieho ústrojenstva elektromobilov s využitím gumo-kovových dielov s podporou umelej inteligencie,APVV-20-0428,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2024,"Ing. Danko Ján, PhD.",Slovenská technická univerzita v Bratislave - Strojnícka fakulta ,"37,643.00 €",0.00 €,Aplikovaný výskum,A,
,Efektívna štátna správa lesného hospodárstva,APVV-20-0429,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2024,"JUDr. Mgr. Dobšinská Zuzana, PhD.",Národné lesnícke centrum,"13,485.00 €",0.00 €,Aplikovaný výskum,A,
Technická univerzita vo Zvolene,Efektívna štátna správa lesného hospodárstva,APVV-20-0429,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2024,"JUDr. Mgr. Dobšinská Zuzana, PhD.",Technická univerzita vo Zvolene - Lesnícka fakulta ,"7,524.00 €",0.00 €,Aplikovaný výskum,A,
,"Suburbanizácia: Komunita, identita a každodennosť",APVV-20-0432,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"Mgr. Šuška Pavel , PhD.","Geografický ústav SAV, v. v. i.","9,249.00 €",0.00 €,Základný výskum,A,
,"Suburbanizácia: Komunita, identita a každodennosť",APVV-20-0432,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"Mgr. Šuška Pavel , PhD.","Ústav etnológie a sociálnej antropológie Slovenskej akadémie vied, v. v. i.","8,568.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,"Suburbanizácia: Komunita, identita a každodennosť",APVV-20-0432,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"Mgr. Šuška Pavel , PhD.",Univerzita Komenského v Bratislave - Prírodovedecká fakulta ,"5,953.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Nová právna úprava správneho trestania,APVV-20-0436,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"doc. JUDr. Horvat Matej, PhD.",Univerzita Komenského v Bratislave - Právnická fakulta ,"27,988.00 €",0.00 €,Aplikovaný výskum,A,
,Fotonické labortórium na čipe: výskum a vývoj platformy plazmonického senzora pre okamžitú detekciu zložiek v roztokch,APVV-20-0437,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2024,"doc. Ing. Kováč Jaroslav, PhD.","Elektrotechnický ústav SAV, v. v. i.","20,430.00 €",0.00 €,Základný výskum,A,
Slovenská technická univerzita v Bratislave,Fotonické labortórium na čipe: výskum a vývoj platformy plazmonického senzora pre okamžitú detekciu zložiek v roztokch,APVV-20-0437,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2024,"doc. Ing. Kováč Jaroslav, PhD.",Slovenská technická univerzita v Bratislave - Fakulta elektrotechniky a informatiky ,"21,010.00 €",0.00 €,Základný výskum,A,
,Výskum metód akustickej emisie na rozpoznanie odoziev fázových premien v kryogénnych tlakových nádobách,APVV-20-0442,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2024,"Ing. Brziak Peter, PhD.",Výskumný ústav zváračský,"19,127.00 €",0.00 €,Aplikovaný výskum,A,
Žilinská univerzita v Žiline,Výskum metód akustickej emisie na rozpoznanie odoziev fázových premien v kryogénnych tlakových nádobách,APVV-20-0442,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2024,"Ing. Brziak Peter, PhD.",Žilinská univerzita v Žiline - Strojnícka fakulta ,"22,578.00 €",0.00 €,Aplikovaný výskum,A,
,Longitudinálne pozorovanie neurodegenerácie a korelátov relevantných ukazovateľov v ACh,APVV-20-0447,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2024,"MUDr. Novák Petr, PhD.","Neuroimunologický ústav SAV, v. v. i.","43,592.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Vzdelávacie dráhy mladých ľudí – faktory a mechanizmy ich voľby,APVV-20-0449,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2025,"prof. PhDr. Sopóci Ján, PhD.",Univerzita Komenského v Bratislave,"17,937.00 €",0.00 €,Základný výskum,A,
Žilinská univerzita v Žiline,Monitorovanie a trasovanie pohybu a kontaktu osôb v zdravotníckych zariadeniach,APVV-20-0457,https://site.apvv.sk/Grant/Grant/Detail/103,APVV-20,APVV,2021,2024,"prof. Ing. Loveček Tomáš, PhD.",Žilinská univerzita v Žiline - Fakulta bezpečnostného inžinierstva ,"29,549.00 €",0.00 €,Aplikovaný výskum,A,
