ROK,EPC_KOD,EPC_SKUPINA,VS_ID_CREPC,VS_KOD,FAKULTA_CREPC,KATEDRA_CREPC,VS_NAZOV,FAKULTA_NAZOV,OBLAST_VYSKUMU_KOD,OBLAST_VYSKUMU_KOD2,OBLAST_VYSKUMU_KOD3,OBLAST_VYSKUMU_KOD4,OBLAST_VYSKUMU_KOD5,PODIEL,AUTORI_VSETCI,AUTORI_VS,ISBN,ISSN,ISSN2,ISSN3,ISMN,DOI,PRACOVISKO_UVEDENE,VYDAVATEL,ZDROJOVY_DOKUMENT,JAZYK,ROZSAH,ID v CREPC,CCC,SCOPUS,WOS CC,IF,SJR,SNIP,CiteScore,JCR,JCR DISCIPLINA,SCIMAGO,SCIMAGO DISCIPLINA,upraveny kod vs,verejna skola,pocetnost,skupina_07711,skupina 077 12,WOS kvartil,WoS bonus,mnozina,zaklad 07711,zaklad 07712,patenty,vaha_kvartil,PP_07712,PP_07711,techvahacelkova,,,,,,,,
2021,ADM,B,24780,716000000,FPV,UKFFPVKMA,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,10,NULL,NULL,NULL,NULL,100.00000,1,1,NULL,22178309,22178333,NULL,NULL,10.18421/TEM102-08,neuvedené,Association for Information Communication Technology Education and Science,TEM Journal,eng,"Roč. 10, č. 2 (2021), s. 540-545",309385,1,1,1,NULL,0.245,0.675,1.600,NULL,NULL,Q3,Management of technology and innovation,716000000,1,1,B,B,NU,10,M5,1,1,0,0.5,0.5,10,1,,,,,,,,
2021,ADM,B,24780,716000000,FPV,UKFFPVKMA,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,10,NULL,NULL,NULL,NULL,100.00000,3,3,NULL,22178309,22178333,NULL,NULL,10.18421/TEM102-30,neuvedené,Association for Information Communication Technology Education and Science,TEM Journal,eng,"Roč. 10, č. 2 (2021), s. 732-742",311168,0,1,1,NULL,0.245,0.675,1.600,NULL,NULL,Q3,Management of technology and innovation,716000000,1,1,B,B,NU,10,M5,1,1,0,0.5,0.5,10,1,,,,,,,,
2021,ADM,B,24780,716000000,PFA,UKFPFAKTT,Univerzita Konštantína Filozofa v Nitre,Pedagogická fakulta UKF,10,NULL,NULL,NULL,NULL,25.00000,4,1,NULL,22178309,22178333,NULL,NULL,10.18421/TEM104-39,neuvedené,Association for Information Communication Technology Education and Science,TEM Journal,eng,"Roč. 10, č. 4 (2021), 1775-1780",442575,0,1,1,NULL,0.245,0.675,1.600,NULL,NULL,Q3,Management of technology and innovation,716000000,1,1,B,B,NU,10,M5,1,1,0,0.5,0.5,10,1,,,,,,,,
2021,ADN,B,24780,716000000,FFA,UKFFFAKMR,Univerzita Konštantína Filozofa v Nitre,Filozofická fakulta,60,NULL,NULL,NULL,NULL,100.00000,3,3,NULL,1338130X,NULL,NULL,NULL,NULL,uvedené,Fakulta masmediálnej komunikácie,Communication Today,eng,"Roč. 12, č. 1 (2021), s. 44-61",255318,0,1,1,NULL,0.288,1.007,1.500,NULL,NULL,Q2,Marketing,716000000,1,1,B,B,NU,10,M5,1,1,0,0.5,0.5,10,1,,,,,,,,
2021,ADC,B,24780,716000000,FPV,UKFFPVKFY,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,91,170,NULL,NULL,NULL,72.00000,7,5,NULL,20734352,NULL,NULL,NULL,10.3390/cryst11020165,uvedené,Multidisciplinary Digital Publishing Institute,Crystals,eng,"Roč. 11, č. 2 (2021), s. 1-17",246947,1,1,1,2.670,0.459,0.821,3.200,Q2,Crystallography,Q2,Chemical engineering (miscellaneous),716000000,1,1,B,B,Q2,10,M1,1,1,0,4,4,10,1,,,,,,,,
2021,ADC,B,24780,716000000,FPV,UKFFPVKEE,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,130,120,100,NULL,NULL,30.00000,8,2,NULL,20763417,NULL,NULL,NULL,10.3390/app112211059,neuvedené,Multidisciplinary Digital Publishing Institute,Applied sciences,eng,"Roč. 11, č. 22 (2021), s. 1-13",439041,1,1,1,2.838,0.507,1.026,3.700,Q2,"Chemistry, multidisciplinary",Q2,Fluid flow and transfer processes,716000000,1,1,B,B,Q2,10,M1,1,1,0,4,4,10,1,,,,,,,,
2021,ADC,B,24780,716000000,FPV,UKFFPVKFY,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,91,NULL,NULL,NULL,NULL,80.00000,4,4,NULL,20763417,NULL,NULL,NULL,10.3390/app112210802,uvedené,Multidisciplinary Digital Publishing Institute,Applied sciences,eng,"Roč. 11, č. 22 (2021), s. 1-13",435158,1,1,1,2.838,0.507,1.026,3.700,Q2,"Chemistry, multidisciplinary",Q2,Fluid flow and transfer processes,716000000,1,1,B,B,Q2,10,M1,1,1,0,4,4,10,1,,,,,,,,
2021,ADC,B,24780,716000000,FFA,UKFFFAKTR,Univerzita Konštantína Filozofa v Nitre,Filozofická fakulta,160,10,20,NULL,NULL,33.33300,3,1,NULL,20763417,NULL,NULL,NULL,10.3390/app11010328,uvedené,Multidisciplinary Digital Publishing Institute,Applied sciences,eng,"Roč. 11, č. 1 (2021), 1-18",230012,1,1,1,2.838,0.507,1.026,3.700,Q2,"Chemistry, multidisciplinary",Q2,Fluid flow and transfer processes,716000000,1,2,B,B,Q2,10,M2,1,1,0,4,2,5,0.5,,,,,,,,
2021,ADC,B,24780,716000000,FPV,UKFFPVKIN,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,160,10,20,NULL,NULL,66.66700,3,2,NULL,20763417,NULL,NULL,NULL,10.3390/app11010328,uvedené,Multidisciplinary Digital Publishing Institute,Applied sciences,eng,"Roč. 11, č. 1 (2021), 1-18",230012,1,1,1,2.838,0.507,1.026,3.700,Q2,"Chemistry, multidisciplinary",Q2,Fluid flow and transfer processes,716000000,1,2,B,B,Q2,10,M2,1,1,0,4,2,5,0.5,,,,,,,,
2021,ADC,B,24780,716000000,FPV,UKFFPVKIN,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,160,NULL,NULL,NULL,NULL,25.00000,4,1,NULL,20763417,NULL,NULL,NULL,10.3390/app11041921,neuvedené,Multidisciplinary Digital Publishing Institute,Applied sciences,eng,"Roč. 11, č. 4 (2021), s. 1-16",250347,1,1,1,2.838,0.507,1.026,3.700,Q2,"Chemistry, multidisciplinary",Q2,Fluid flow and transfer processes,716000000,1,1,B,B,Q2,10,M2,1,1,0,4,4,10,1,,,,,,,,
2021,ADC,B,24780,716000000,FFA,UKFFFAKTR,Univerzita Konštantína Filozofa v Nitre,Filozofická fakulta,160,20,NULL,NULL,NULL,25.00000,1,1,NULL,20763417,NULL,NULL,NULL,10.3390/app11072948,uvedené,Multidisciplinary Digital Publishing Institute,Applied sciences,eng,"Roč. 11, č. 7 (2021), s. 1-14",251727,1,1,1,2.838,0.507,1.026,3.700,Q2,"Chemistry, multidisciplinary",Q2,Fluid flow and transfer processes,716000000,1,2,B,B,Q2,10,M2,1,1,0,4,2,5,0.5,,,,,,,,
2021,ADC,B,24780,716000000,FPV,UKFFPVKIN,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,160,20,NULL,NULL,NULL,75.00000,3,3,NULL,20763417,NULL,NULL,NULL,10.3390/app11072948,uvedené,Multidisciplinary Digital Publishing Institute,Applied sciences,eng,"Roč. 11, č. 7 (2021), s. 1-14",251727,1,1,1,2.838,0.507,1.026,3.700,Q2,"Chemistry, multidisciplinary",Q2,Fluid flow and transfer processes,716000000,1,2,B,B,Q2,10,M2,1,1,0,4,2,5,0.5,,,,,,,,
2021,ADC,B,24780,716000000,FPV,UKFFPVKIN,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,160,NULL,NULL,NULL,NULL,100.00000,2,2,NULL,20763417,NULL,NULL,NULL,10.3390/app11073130,neuvedené,Multidisciplinary Digital Publishing Institute,Applied sciences,eng,"Roč. 11, č. 7 (2021), s. 1-19",256109,1,1,1,2.838,0.507,1.026,3.700,Q2,"Chemistry, multidisciplinary",Q2,Fluid flow and transfer processes,716000000,1,1,B,B,Q2,10,M2,1,1,0,4,4,10,1,,,,,,,,
2021,ADC,B,24780,716000000,FPV,UKFFPVKBG,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,120,130,NULL,NULL,NULL,25.00000,4,1,NULL,23127481,NULL,NULL,NULL,10.3390/magnetochemistry7070094,neuvedené,Multidisciplinary Digital Publishing Institute,Magnetochemistry,eng,"Roč. 7, č. 7 (2021), s. 1-14",316855,1,1,1,3.336,0.427,0.726,3.000,Q2,"Chemistry, inorganic & nuclear",Q2,Chemistry (miscellaneous),716000000,1,1,B,B,Q2,10,M1,1,1,0,4,4,10,1,,,,,,,,
2021,ADC,B,24780,716000000,FPV,UKFFPVKBG,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,100,130,190,120,NULL,11.11100,9,1,NULL,23127481,NULL,NULL,NULL,10.3390/magnetochemistry7010011,uvedené,Multidisciplinary Digital Publishing Institute,Magnetochemistry,eng,"Roč. 7, č. 1 (2021), 1-15",239788,1,1,1,3.336,0.427,0.726,3.000,Q2,"Chemistry, inorganic & nuclear",Q2,Chemistry (miscellaneous),716000000,1,2,B,B,Q2,10,M2,1,1,0,4,2,5,0.5,,,,,,,,
2021,ADC,B,24780,716000000,FPV,UKFFPVKZA,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,100,130,190,120,NULL,11.11100,9,1,NULL,23127481,NULL,NULL,NULL,10.3390/magnetochemistry7010011,neuvedené,Multidisciplinary Digital Publishing Institute,Magnetochemistry,eng,"Roč. 7, č. 1 (2021), 1-15",239788,1,1,1,3.336,0.427,0.726,3.000,Q2,"Chemistry, inorganic & nuclear",Q2,Chemistry (miscellaneous),716000000,1,2,B,B,Q2,10,M2,1,1,0,4,2,5,0.5,,,,,,,,
2021,ADC,B,24780,716000000,FPV,UKFFPVKCH,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,120,10,NULL,NULL,NULL,100.00000,3,3,NULL,00219584,19381328,NULL,NULL,10.1021/acs.jchemed.0c00210,uvedené,American Chemical Society,Journal of Chemical Education,eng,"Roč. 98, č. 2 (2021), s. 626-632",226111,1,1,1,3.208,0.504,1.258,4.800,Q2,"Chemistry, multidisciplinary",Q2,Chemistry (miscellaneous),716000000,1,1,B,B,Q2,10,M1,1,1,0,4,4,10,1,,,,,,,,
2021,ADC,B,24780,716000000,PFA,UKFPFAKTT,Univerzita Konštantína Filozofa v Nitre,Pedagogická fakulta UKF,170,10,NULL,NULL,NULL,50.00000,4,2,NULL,20734360,NULL,NULL,NULL,10.3390/polym13050709,uvedené,Multidisciplinary Digital Publishing Institute,Polymers,eng,"Roč. 13, č. 5 (2021), 1-13",246672,1,1,1,4.967,0.726,1.170,5.700,Q1,Polymer science,Q1,Chemistry (miscellaneous),716000000,1,1,B,B,Q1,10,M2,1,1,0,6,6,10,1,,,,,,,,
2021,ADC,B,24780,716000000,FPV,UKFFPVKCH,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,120,NULL,NULL,NULL,NULL,95.00000,4,3,NULL,01429418,NULL,NULL,NULL,10.1016/j.polymertesting.2021.107191,uvedené,Elsevier,Polymer Testing,eng,"č. 99 (2021), s. 1-8",306059,1,1,1,4.931,0.810,1.351,7.500,Q1,"Materials science, characterization & testing",Q1,Organic chemistry,716000000,1,1,B,B,Q1,10,M1,1,1,0,6,6,10,1,,,,,,,,
2021,ADC,B,24780,716000000,FPV,UKFFPVKIN,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,80,NULL,NULL,NULL,NULL,60.00000,5,3,NULL,09574174,18736793,NULL,NULL,10.1016/j.eswa.2021.115503,uvedené,Pergamon Press,Expert Systems with Applications,eng,"č. 185 (2021), s. 1-12",316742,1,1,1,8.665,2.070,2.985,12.200,Q1,"Computer science, artificial intelligence",Q1,Artificial intelligence,716000000,1,1,B,B,Q1,10,M5,1,1,0,6,6,10,1,,,,,,,,
2021,ADM,B,24780,716000000,FPV,UKFFPVKEE,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,100,130,NULL,NULL,NULL,14.00000,2,2,NULL,18033814,25713701,NULL,NULL,10.13164/mendel.2021.1.023,uvedené,Vysoké učení technické v Brně,MENDEL,eng,"Roč. 27, č. 1 (2021), s. 23-28",311442,0,1,0,NULL,0.199,0.447,1.100,NULL,NULL,Q4,Artificial intelligence,716000000,1,2,B,B,NU,1,M2,1,1,0,0.5,0.25,0.5,0.5,,,,,,,,
2021,ADM,B,24780,716000000,FPV,UKFFPVKZA,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,100,130,NULL,NULL,NULL,61.00000,2,2,NULL,18033814,25713701,NULL,NULL,10.13164/mendel.2021.1.023,uvedené,Vysoké učení technické v Brně,MENDEL,eng,"Roč. 27, č. 1 (2021), s. 23-28",311442,0,1,0,NULL,0.199,0.447,1.100,NULL,NULL,Q4,Artificial intelligence,716000000,1,2,B,B,NU,1,M2,1,1,0,0.5,0.25,0.5,0.5,,,,,,,,
2021,ADC,B,24780,716000000,FPV,UKFFPVKIN,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,160,NULL,NULL,NULL,NULL,33.00000,3,1,NULL,09574174,18736793,NULL,NULL,10.1016/j.eswa.2020.114068,uvedené,Pergamon Press,Expert Systems with Applications,eng,"č. 165 (2021), s. 1-12",224829,1,1,1,8.665,2.070,2.985,12.200,Q1,"Computer science, artificial intelligence",Q1,Artificial intelligence,716000000,1,1,B,B,Q1,10,M2,1,1,0,6,6,10,1,,,,,,,,
2021,ADM,B,24780,716000000,FPV,UKFFPVUMI,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,60,NULL,NULL,NULL,NULL,10.00000,5,1,NULL,19994893,NULL,NULL,NULL,10.3390/a14020064,neuvedené,Multidisciplinary Digital Publishing Institute,Algorithms,eng,"Roč. 14, č. 2 (2021), s. 1-16",245945,0,1,1,NULL,0.515,0.911,3.300,NULL,NULL,Q2,Computational theory and mathematics,716000000,1,1,B,B,NU,10,M5,1,1,0,0.5,0.5,10,1,,,,,,,,
2021,ADC,B,24780,716000000,FPV,UKFFPVKIN,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,160,NULL,NULL,NULL,NULL,99.00000,5,5,NULL,13594338,14349957,NULL,NULL,10.1007/s10055-021-00506-5,neuvedené,Springer,Virtual Reality,eng,"Roč. 26, č. 1 (2021), s. 1-13",248622,1,1,1,4.697,1.009,2.633,7.800,Q1,"Computer science, interdisciplinary applications",Q1,Computer graphics and computer-aided design,716000000,1,1,B,B,Q1,10,M2,1,1,0,6,6,10,1,,,,,,,,
2021,ADC,B,24780,716000000,FPV,UKFFPVKIN,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,160,NULL,NULL,NULL,NULL,33.00000,1,1,NULL,01290657,17936462,NULL,NULL,10.1142/S0129065721500131,neuvedené,World Scientific Publishing,International journal of neural systems,eng,"Roč. 31, č. 10 (2021), s. 1-15",256826,1,1,1,6.325,1.368,1.563,9.500,Q1,"Computer science, artificial intelligence",Q1,Computer networks and communications,716000000,1,1,B,B,Q1,10,M2,1,1,0,6,6,10,1,,,,,,,,
2021,AEC,D,24780,716000000,FPV,UKFFPVKGR,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,140,190,80,NULL,NULL,50.00000,4,2,9783030697051,NULL,NULL,NULL,NULL,10.1007/978-3-030-69705-1,uvedené,Springer International Publishing AG,"Advances in Industrial Internet of Things, Engineering and Management",eng,s. 39-74,307929,0,1,0,NULL,0.178,0.303,1.300,NULL,NULL,Q4,Computer networks and communications,716000000,1,1,D,D,NU,1,M2,4,4,0,1,4,4,1,,,,,,,,
2021,ADM,B,24780,716000000,PFA,UKFPFAKLI,Univerzita Konštantína Filozofa v Nitre,Pedagogická fakulta UKF,10,NULL,NULL,NULL,NULL,80.00000,1,1,NULL,22277102,NULL,NULL,NULL,10.3390/educsci11020081,neuvedené,Multidisciplinary Digital Publishing Institute,Education sciences,eng,"Roč. 11, č. 2 (2021), s. 1-7",246948,0,1,1,NULL,0.518,1.314,2.900,NULL,NULL,Q2,Computer science applications,716000000,1,1,B,B,NU,10,M5,1,1,0,0.5,0.5,10,1,,,,,,,,
2021,ADM,B,24780,716000000,PFA,UKFPFAKLI,Univerzita Konštantína Filozofa v Nitre,Pedagogická fakulta UKF,10,NULL,NULL,NULL,NULL,100.00000,1,1,NULL,20103689,NULL,NULL,NULL,NULL,uvedené,IACSIT Press,International Journal of Information and Education Technology,eng,"Roč. 11, č. 7 (2021), s. 324-331",310027,0,1,0,NULL,0.262,1.233,1.300,NULL,NULL,Q3,Computer science applications,716000000,1,1,B,B,NU,1,M5,1,1,0,0.5,0.5,1,1,,,,,,,,
2021,ADM,B,24780,716000000,FPV,UKFFPVKIN,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,160,NULL,NULL,NULL,NULL,50.00000,2,1,NULL,16485831,23358971,NULL,NULL,10.15388/infedu.2021.20,neuvedené,Matematikos ir informatikos institutas,Informatics in Education,eng,"Roč. 20, č. 3 (2021), 489-511",419527,0,1,1,NULL,0.956,1.553,4.100,NULL,NULL,Q1,Computer science applications,716000000,1,1,B,B,NU,10,M2,1,1,0,0.5,0.5,10,1,,,,,,,,
2021,ADM,B,24780,716000000,FPV,UKFFPVKMA,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,10,240,NULL,NULL,NULL,49.00000,6,3,NULL,22277102,NULL,NULL,NULL,10.3390/educsci11120769,uvedené,Multidisciplinary Digital Publishing Institute,Education sciences,eng,"Roč. 11, č. 12 (2021), s. 1-15",438588,0,1,1,NULL,0.518,1.314,2.900,NULL,NULL,Q2,Computer science applications,716000000,1,2,B,B,NU,10,M5,1,1,0,0.5,0.25,5,0.5,,,,,,,,
2021,ADM,B,24780,716000000,PFA,UKFPFAKPE,Univerzita Konštantína Filozofa v Nitre,Pedagogická fakulta UKF,10,240,NULL,NULL,NULL,34.00000,6,2,NULL,22277102,NULL,NULL,NULL,10.3390/educsci11120769,uvedené,Multidisciplinary Digital Publishing Institute,Education sciences,eng,"Roč. 11, č. 12 (2021), s. 1-15",438588,0,1,1,NULL,0.518,1.314,2.900,NULL,NULL,Q2,Computer science applications,716000000,1,2,B,B,NU,10,M5,1,1,0,0.5,0.25,5,0.5,,,,,,,,
2021,ADM,B,24780,716000000,FPV,UKFFPVKMA,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,240,NULL,NULL,NULL,NULL,75.00000,4,3,NULL,22277102,NULL,NULL,NULL,10.3390/educsci11090538,neuvedené,Multidisciplinary Digital Publishing Institute,Education sciences,eng,"Roč. 11, č. 9 (2021), s. 1-10",421197,0,1,1,NULL,0.518,1.314,2.900,NULL,NULL,Q2,Computer science applications,716000000,1,1,B,B,NU,10,M1,1,1,0,0.5,0.5,10,1,,,,,,,,
2021,ADM,B,24780,716000000,FPV,UKFFPVUMI,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,60,NULL,NULL,NULL,NULL,100.00000,5,5,NULL,10494820,17445191,NULL,NULL,10.1080/10494820.2021.1954036,neuvedené,Taylor &amp; Francis Group,Interactive Learning Environments,eng,"Roč. 29, č. 3 (2021), s. 1-16",316326,1,1,1,4.965,1.165,1.761,7.200,Q1,Education & educational research,Q1,Computer science applications,716000000,1,1,B,B,Q1,10,M5,1,1,0,6,6,10,1,,,,,,,,
2021,ADM,B,24780,716000000,FPV,UKFFPVKIN,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,160,NULL,NULL,NULL,NULL,100.00000,3,3,NULL,10494820,17445191,NULL,NULL,10.1080/10494820.2021.1913609,uvedené,Taylor &amp; Francis Group,Interactive Learning Environments,eng,"Roč. 29, č. 1 (2021), s. 1-15",305555,0,1,1,4.965,1.165,1.761,7.200,Q1,Education & educational research,Q1,Computer science applications,716000000,1,1,B,B,Q1,10,M2,1,1,0,6,6,10,1,,,,,,,,
2021,ADC,B,24780,716000000,FPV,UKFFPVKMA,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,240,NULL,NULL,NULL,NULL,33.00000,1,1,NULL,20557671,2055768X,NULL,NULL,10.1093/llc/fqz089,uvedené,NULL,Digital Scholarship in the Humanities,eng,"Roč. 36, č. 1 (2021), s. 138-152",413876,1,1,1,1.299,0.422,1.296,2.200,Q3,Linguistics,Q1,Computer science applications,716000000,1,1,B,B,Q3,10,M1,1,1,0,1,1,10,1,,,,,,,,
2021,ADC,B,24780,716000000,FPV,UKFFPVKMA,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,240,10,NULL,NULL,NULL,67.00000,2,2,NULL,22277390,NULL,NULL,NULL,10.3390/math9040438,neuvedené,Multidisciplinary Digital Publishing Institute,Mathematics,eng,"Roč. 9, č. 1 (2021), s. 1-14",249195,1,1,1,2.592,0.538,1.162,2.900,Q1,Mathematics,Q2,Computer science (miscellaneous),716000000,1,1,B,B,Q1,10,M1,1,1,0,6,6,10,1,,,,,,,,
2021,ADC,B,24780,716000000,FPV,UKFFPVKMA,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,240,NULL,NULL,NULL,NULL,75.00000,4,3,NULL,22277390,NULL,NULL,NULL,10.3390/math9151825,neuvedené,Multidisciplinary Digital Publishing Institute,Mathematics,eng,"Roč. 9, č. 15 (2021), s. 1-13",413901,1,1,1,2.592,0.538,1.162,2.900,Q1,Mathematics,Q2,Computer science (miscellaneous),716000000,1,1,B,B,Q1,10,M1,1,1,0,6,6,10,1,,,,,,,,
2021,ADC,B,24780,716000000,FPV,UKFFPVKIN,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,160,NULL,NULL,NULL,NULL,25.00000,4,1,NULL,22277390,NULL,NULL,NULL,10.3390/math9212832,neuvedené,Multidisciplinary Digital Publishing Institute,Mathematics,eng,"Roč. 9, č. 21 (2021), s. 1-15",433853,1,1,1,2.592,0.538,1.162,2.900,Q1,Mathematics,Q2,Computer science (miscellaneous),716000000,1,1,B,B,Q1,10,M2,1,1,0,6,6,10,1,,,,,,,,
2021,ADC,B,24780,716000000,FPV,UKFFPVKMA,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,240,NULL,NULL,NULL,NULL,67.00000,3,2,NULL,22277390,NULL,NULL,NULL,10.3390/math9172067,neuvedené,Multidisciplinary Digital Publishing Institute,Mathematics,eng,"Roč. 9, č. 17 (2021), s. 1-12",419394,1,1,1,2.592,0.538,1.162,2.900,Q1,Mathematics,Q2,Computer science (miscellaneous),716000000,1,1,B,B,Q1,10,M1,1,1,0,6,6,10,1,,,,,,,,
2021,ADC,B,24780,716000000,FSS,UKFFSSUVP,Univerzita Konštantína Filozofa v Nitre,Fakulta stredoeurópskych štúdií,10,NULL,NULL,NULL,NULL,30.00000,1,1,NULL,22277390,NULL,NULL,NULL,10.3390/math9182185,neuvedené,Multidisciplinary Digital Publishing Institute,Mathematics,eng,"Roč. 9, č. 18 (2021), s. 1-20",421210,1,1,1,2.592,0.538,1.162,2.900,Q1,Mathematics,Q2,Computer science (miscellaneous),716000000,1,2,B,B,Q1,10,M5,1,1,0,6,3,5,0.5,,,,,,,,
2021,ADC,B,24780,716000000,FPV,UKFFPVKMA,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,10,NULL,NULL,NULL,NULL,70.00000,1,1,NULL,22277390,NULL,NULL,NULL,10.3390/math9182185,neuvedené,Multidisciplinary Digital Publishing Institute,Mathematics,eng,"Roč. 9, č. 18 (2021), s. 1-20",421210,1,1,1,2.592,0.538,1.162,2.900,Q1,Mathematics,Q2,Computer science (miscellaneous),716000000,1,2,B,B,Q1,10,M5,1,1,0,6,3,5,0.5,,,,,,,,
2021,ADC,B,24780,716000000,FPV,UKFFPVKMA,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,10,NULL,NULL,NULL,NULL,100.00000,2,2,NULL,22277390,NULL,NULL,NULL,10.3390/math9232992,uvedené,Multidisciplinary Digital Publishing Institute,Mathematics,eng,"Roč. 9, č. 23 (2021), s. 1-13",436075,1,1,1,2.592,0.538,1.162,2.900,Q1,Mathematics,Q2,Computer science (miscellaneous),716000000,1,1,B,B,Q1,10,M5,1,1,0,6,6,10,1,,,,,,,,
2021,ADM,B,24780,716000000,FFA,UKFFFAKTR,Univerzita Konštantína Filozofa v Nitre,Filozofická fakulta,160,NULL,NULL,NULL,NULL,25.00000,1,1,NULL,10762787,10990526,NULL,NULL,10.1155/2021/2806108,uvedené,Hindawi Publishing Corporation,Complexity,eng,"Roč. 2021, (2021), s. 1-15",455986,0,1,1,2.121,0.463,0.766,3.500,Q2,"Mathematics, interdisciplinary applications",Q1,Computer science (miscellaneous),716000000,1,2,B,B,Q2,10,M2,1,1,0,4,2,5,0.5,,,,,,,,
2021,ADM,B,24780,716000000,FPV,UKFFPVKIN,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,160,NULL,NULL,NULL,NULL,50.00000,2,2,NULL,10762787,10990526,NULL,NULL,10.1155/2021/2806108,uvedené,Hindawi Publishing Corporation,Complexity,eng,"Roč. 2021, (2021), s. 1-15",455986,0,1,1,2.121,0.463,0.766,3.500,Q2,"Mathematics, interdisciplinary applications",Q1,Computer science (miscellaneous),716000000,1,2,B,B,Q2,10,M2,1,1,0,4,2,5,0.5,,,,,,,,
2021,ADC,B,24780,716000000,FPV,UKFFPVKIN,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,160,NULL,NULL,NULL,NULL,100.00000,3,3,NULL,21693536,NULL,NULL,NULL,10.1109/ACCESS.2021.3056191,neuvedené,Institute of Electrical and Electronics Engineers,IEEE Access,eng,"č. 9 (2021), s. 23795-23813",242902,1,1,1,3.476,0.927,1.326,6.700,Q2,"Computer science, information systems",Q1,Computer science (miscellaneous),716000000,1,1,B,B,Q2,10,M2,1,1,0,4,4,10,1,,,,,,,,
2021,AEC,D,24780,716000000,PFA,UKFPFAKLI,Univerzita Konštantína Filozofa v Nitre,Pedagogická fakulta UKF,20,NULL,NULL,NULL,NULL,80.00000,3,1,9783030474102,NULL,NULL,NULL,NULL,10.1007/978-3-030-47411-9_11,neuvedené,Springer Nature,Recent Advances in Intelligent Systems and Smart Applications,eng,s. 197-208,198628,0,1,0,NULL,0.110,0.370,1.300,NULL,NULL,Q4,Computer science (miscellaneous),716000000,1,1,D,D,NU,1,M6,4,4,0,1,4,4,1,,,,,,,,
2021,AEC,D,24780,716000000,FPV,UKFFPVKIN,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,160,80,NULL,NULL,NULL,50.00000,4,2,9783030766313,NULL,NULL,NULL,NULL,10.1007/978-3-030-76632-0_15,neuvedené,Springer Nature,Developments in information and knowledge management for business applications,eng,s. 421-440,421200,0,1,0,NULL,0.110,0.370,1.300,NULL,NULL,Q4,Computer science (miscellaneous),716000000,1,1,D,D,NU,1,M2,4,4,0,1,4,4,1,,,,,,,,
