ROK,EPC_KOD,EPC_SKUPINA,VS_ID_CREPC,VS_KOD,FAKULTA_CREPC,KATEDRA_CREPC,VS_NAZOV,FAKULTA_NAZOV,OBLAST_VYSKUMU_KOD,OBLAST_VYSKUMU_KOD2,OBLAST_VYSKUMU_KOD3,OBLAST_VYSKUMU_KOD4,OBLAST_VYSKUMU_KOD5,PODIEL,AUTORI_VSETCI,AUTORI_VS,ISBN,ISSN,ISSN2,ISSN3,ISMN,DOI,PRACOVISKO_UVEDENE,VYDAVATEL,ZDROJOVY_DOKUMENT,JAZYK,ROZSAH,ID v CREPC,CCC,SCOPUS,WOS CC,IF,SJR,SNIP,CiteScore,JCR,JCR DISCIPLINA,SCIMAGO,SCIMAGO DISCIPLINA,upraveny kod vs,verejna skola,pocetnost,skupina_07711,skupina 077 12,WOS kvartil,WoS bonus,mnozina,zaklad 07711,zaklad 07712,patenty,vaha_kvartil,PP_07712,PP_07711,techvahacelkova,,,,,,,,
2021,AFD,D,24780,716000000,FPV,UKFFPVKGR,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,92,NULL,NULL,NULL,NULL,100.00000,1,1,9788055817125,NULL,NULL,NULL,NULL,NULL,uvedené,Univerzita Konštantína Filozofa v Nitre; Univerzita Mateja Bela v Banskej Bystrici,Študentská vedecká konferencia 2021 Fakulty prírodných vied Univerzity Konštantína Filozofa v Nitre a Fakulty prírodných vied Univerzity Mateja Bela v Banskej Bystrici,slo,s. 89-96,310109,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M1,2,2,0,1,2,2,1,,,,,,,,
2021,AFD,D,24780,716000000,FPV,UKFFPVKIN,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,160,NULL,NULL,NULL,NULL,100.00000,1,1,9788055817125,NULL,NULL,NULL,NULL,NULL,uvedené,Univerzita Konštantína Filozofa v Nitre; Univerzita Mateja Bela v Banskej Bystrici,Študentská vedecká konferencia 2021 Fakulty prírodných vied Univerzity Konštantína Filozofa v Nitre a Fakulty prírodných vied Univerzity Mateja Bela v Banskej Bystrici,slo,s. 238-245,310031,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M2,2,2,0,1,2,2,1,,,,,,,,
2021,AFD,D,24780,716000000,FPV,UKFFPVKEE,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,100,NULL,NULL,NULL,NULL,100.00000,1,1,9788055817125,NULL,NULL,NULL,NULL,NULL,uvedené,Univerzita Konštantína Filozofa v Nitre; Univerzita Mateja Bela v Banskej Bystrici,Študentská vedecká konferencia 2021 Fakulty prírodných vied Univerzity Konštantína Filozofa v Nitre a Fakulty prírodných vied Univerzity Mateja Bela v Banskej Bystrici,slo,s. 55-62,310102,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M2,2,2,0,1,2,2,1,,,,,,,,
2021,AFD,D,24780,716000000,FPV,UKFFPVKGR,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,92,NULL,NULL,NULL,NULL,100.00000,1,1,9788055817125,NULL,NULL,NULL,NULL,NULL,uvedené,Univerzita Konštantína Filozofa v Nitre; Univerzita Mateja Bela v Banskej Bystrici,Študentská vedecká konferencia 2021 Fakulty prírodných vied Univerzity Konštantína Filozofa v Nitre a Fakulty prírodných vied Univerzity Mateja Bela v Banskej Bystrici,slo,s. 80-88,310105,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M1,2,2,0,1,2,2,1,,,,,,,,
2021,AFB,D,24780,716000000,FPV,UKFFPVKEE,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,100,NULL,NULL,NULL,NULL,100.00000,1,1,9788055817125,NULL,NULL,NULL,NULL,NULL,uvedené,Univerzita Konštantína Filozofa v Nitre; Univerzita Mateja Bela v Banskej Bystrici,Študentská vedecká konferencia 2021 Fakulty prírodných vied Univerzity Konštantína Filozofa v Nitre a Fakulty prírodných vied Univerzity Mateja Bela v Banskej Bystrici,slo,s. 31-36,310033,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M2,2,2,0,1,2,2,1,,,,,,,,
2021,AFD,D,24780,716000000,FPV,UKFFPVKEE,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,100,NULL,NULL,NULL,NULL,100.00000,1,1,9788055817125,NULL,NULL,NULL,NULL,NULL,uvedené,Univerzita Konštantína Filozofa v Nitre; Univerzita Mateja Bela v Banskej Bystrici,Študentská vedecká konferencia 2021 Fakulty prírodných vied Univerzity Konštantína Filozofa v Nitre a Fakulty prírodných vied Univerzity Mateja Bela v Banskej Bystrici,slo,s. 16-20,310096,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M2,2,2,0,1,2,2,1,,,,,,,,
2021,AFD,D,24780,716000000,FPV,UKFFPVKEE,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,100,NULL,NULL,NULL,NULL,100.00000,1,1,9788055817125,NULL,NULL,NULL,NULL,NULL,uvedené,Univerzita Konštantína Filozofa v Nitre; Univerzita Mateja Bela v Banskej Bystrici,Študentská vedecká konferencia 2021 Fakulty prírodných vied Univerzity Konštantína Filozofa v Nitre a Fakulty prírodných vied Univerzity Mateja Bela v Banskej Bystrici,slo,s. 63-70,310036,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M2,2,2,0,1,2,2,1,,,,,,,,
2021,AFG,D,24780,716000000,PFA,UKFPFAKPE,Univerzita Konštantína Filozofa v Nitre,Pedagogická fakulta UKF,10,NULL,NULL,NULL,NULL,100.00000,2,2,NULL,26644819,NULL,NULL,NULL,NULL,uvedené,WayScience,Ways of Science Development in Modern Crisis Conditions,eng,s. 145-148,310763,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M5,1,1,0,1,1,1,1,,,,,,,,
2021,AFG,D,24780,716000000,PFA,UKFPFAKTV,Univerzita Konštantína Filozofa v Nitre,Pedagogická fakulta UKF,210,NULL,NULL,NULL,NULL,100.00000,2,2,9788087647578,NULL,NULL,NULL,NULL,NULL,uvedené,Fakulta tělesné výchovy a sportu,Scientia Movens 2021,eng,s. 74-75,310258,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M5,1,1,0,1,1,1,1,,,,,,,,
2021,AFD,D,24780,716000000,FPV,UKFFPVKZA,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,200,130,NULL,NULL,NULL,10.00000,1,1,9788080777050,NULL,NULL,NULL,NULL,NULL,uvedené,Univerzita veterinárskeho lekárstva a farmácie v Košiciach,24. Košický morfologický deň,slo,s. 23-26,312967,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M4,2,2,0,1,2,2,1,,,,,,,,
2021,AFD,D,24780,716000000,FPV,UKFFPVKZA,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,200,130,NULL,NULL,NULL,10.00000,7,1,9788080777050,NULL,NULL,NULL,NULL,NULL,uvedené,Univerzita veterinárskeho lekárstva a farmácie v Košiciach,24. Košický morfologický deň,slo,s. 288-292,312937,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M4,2,2,0,1,2,2,1,,,,,,,,
2021,AED,D,24780,716000000,PFA,UKFPFAKPE,Univerzita Konštantína Filozofa v Nitre,Pedagogická fakulta UKF,10,NULL,NULL,NULL,NULL,100.00000,1,1,9788022351461,NULL,NULL,NULL,NULL,NULL,uvedené,Univerzita Komenského v Bratislave,Pedagogika a andragogika,slo,s. 293-303,314270,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M5,2,2,0,1,2,2,1,,,,,,,,
2021,AFD,D,24780,716000000,FFA,UKFFFAKAA,Univerzita Konštantína Filozofa v Nitre,Filozofická fakulta,10,NULL,NULL,NULL,NULL,30.00000,1,1,9788022548236,NULL,NULL,NULL,NULL,NULL,neuvedené,Vydavateľstvo EKONÓM,Cudzie jazyky v premenách času 11,slo,s. 367-375,310830,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,2,D,D,NU,1,M5,2,2,0,1,1,1,0.5,,,,,,,,
2021,AFD,D,24780,716000000,FFA,UKFFFAKGE,Univerzita Konštantína Filozofa v Nitre,Filozofická fakulta,10,NULL,NULL,NULL,NULL,20.00000,1,1,9788022548236,NULL,NULL,NULL,NULL,NULL,neuvedené,Vydavateľstvo EKONÓM,Cudzie jazyky v premenách času 11,slo,s. 367-375,310830,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,2,D,D,NU,1,M5,2,2,0,1,1,1,0.5,,,,,,,,
2021,AFD,D,24780,716000000,FFA,UKFFFAKTR,Univerzita Konštantína Filozofa v Nitre,Filozofická fakulta,20,NULL,NULL,NULL,NULL,100.00000,1,1,9788022548236,NULL,NULL,NULL,NULL,NULL,uvedené,Vydavateľstvo EKONÓM,Cudzie jazyky v premenách času 11,ger,s. 34-43,310892,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M6,2,2,0,1,2,2,1,,,,,,,,
2021,AFD,D,24780,716000000,FSS,UKFFSSKCR,Univerzita Konštantína Filozofa v Nitre,Fakulta stredoeurópskych štúdií,20,NULL,NULL,NULL,NULL,100.00000,1,1,9788022548236,NULL,NULL,NULL,NULL,NULL,uvedené,Vydavateľstvo EKONÓM,Cudzie jazyky v premenách času 11,slo,s. 245-253,310912,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M6,2,2,0,1,2,2,1,,,,,,,,
2021,AFD,D,24780,716000000,FFA,UKFFFAKGE,Univerzita Konštantína Filozofa v Nitre,Filozofická fakulta,10,NULL,NULL,NULL,NULL,50.00000,1,1,9788022548236,NULL,NULL,NULL,NULL,NULL,uvedené,Vydavateľstvo EKONÓM,Cudzie jazyky v premenách času 11,slo,s. 339-349,310915,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M5,2,2,0,1,2,2,1,,,,,,,,
2021,AFD,D,24780,716000000,FFA,UKFFFAKGE,Univerzita Konštantína Filozofa v Nitre,Filozofická fakulta,20,NULL,NULL,NULL,NULL,50.00000,1,1,9788022548236,NULL,NULL,NULL,NULL,NULL,uvedené,Vydavateľstvo EKONÓM,Cudzie jazyky v premenách času 11,slo,s. 350-358,310918,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,2,D,D,NU,1,M6,2,2,0,1,1,1,0.5,,,,,,,,
2021,AFD,D,24780,716000000,FFA,UKFFFAKRO,Univerzita Konštantína Filozofa v Nitre,Filozofická fakulta,20,NULL,NULL,NULL,NULL,50.00000,1,1,9788022548236,NULL,NULL,NULL,NULL,NULL,uvedené,Vydavateľstvo EKONÓM,Cudzie jazyky v premenách času 11,slo,s. 350-358,310918,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,2,D,D,NU,1,M6,2,2,0,1,1,1,0.5,,,,,,,,
2021,AFD,D,24780,716000000,FFA,UKFFFAKTR,Univerzita Konštantína Filozofa v Nitre,Filozofická fakulta,20,NULL,NULL,NULL,NULL,100.00000,1,1,9788022548236,NULL,NULL,NULL,NULL,NULL,uvedené,Vydavateľstvo EKONÓM,Cudzie jazyky v premenách času 11,slo,s. 399-408,310901,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M6,2,2,0,1,2,2,1,,,,,,,,
2021,ADE,D,24780,716000000,FFA,UKFFFAKAA,Univerzita Konštantína Filozofa v Nitre,Filozofická fakulta,10,NULL,NULL,NULL,NULL,100.00000,1,1,NULL,24110906,NULL,NULL,NULL,10.14529/ped210210,uvedené,Nacionnaľnyj issledovateľskij universitet,Bulletin of the South Ural State University,eng,"Roč. 13, č. 2 (2021), s. 107-112",311065,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M5,1,1,0,1,1,1,1,,,,,,,,
2021,AFD,D,24780,716000000,PFA,UKFPFAKLI,Univerzita Konštantína Filozofa v Nitre,Pedagogická fakulta UKF,10,NULL,NULL,NULL,NULL,100.00000,1,1,9788056802489,NULL,NULL,NULL,NULL,NULL,neuvedené,Trnavská univerzita v Trnave,Juvenilia Paedagogica 2021,eng,s. 74-79,311252,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M5,2,2,0,1,2,2,1,,,,,,,,
2021,AFD,D,24780,716000000,PFA,UKFPFAKPE,Univerzita Konštantína Filozofa v Nitre,Pedagogická fakulta UKF,10,NULL,NULL,NULL,NULL,100.00000,1,1,9788056802489,NULL,NULL,NULL,NULL,NULL,uvedené,Trnavská univerzita v Trnave,Juvenilia Paedagogica 2021,slo,s. 191-196,311293,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M5,2,2,0,1,2,2,1,,,,,,,,
2021,AFC,D,24780,716000000,FSV,UKFFSVURS,Univerzita Konštantína Filozofa v Nitre,Fakulta sociálnych vied a zdravotníctva,60,10,NULL,NULL,NULL,40.00000,3,1,9788024459479,NULL,NULL,NULL,NULL,10.5507/ff.21.24459479,uvedené,Univerzita Palackého v Olomouci,PhD existence 11,slo,s. 156-167,312187,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,2,D,D,NU,1,M5,4,4,0,1,2,2,0.5,,,,,,,,
2021,AFC,D,24780,716000000,PFA,UKFPFAKAP,Univerzita Konštantína Filozofa v Nitre,Pedagogická fakulta UKF,60,10,NULL,NULL,NULL,10.00000,3,1,9788024459479,NULL,NULL,NULL,NULL,10.5507/ff.21.24459479,uvedené,Univerzita Palackého v Olomouci,PhD existence 11,slo,s. 156-167,312187,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,2,D,D,NU,1,M5,4,4,0,1,2,2,0.5,,,,,,,,
2021,AFC,D,24780,716000000,PFA,UKFPFAKPE,Univerzita Konštantína Filozofa v Nitre,Pedagogická fakulta UKF,10,NULL,NULL,NULL,NULL,50.00000,1,1,9788024459479,NULL,NULL,NULL,NULL,10.5507/ff.21.24459479,uvedené,Univerzita Palackého v Olomouci,PhD existence 11,slo,s. 258-268,415581,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M5,4,4,0,1,4,4,1,,,,,,,,
2021,AFC,D,24780,716000000,PFA,UKFPFAKPE,Univerzita Konštantína Filozofa v Nitre,Pedagogická fakulta UKF,10,NULL,NULL,NULL,NULL,100.00000,1,1,9788024459479,NULL,NULL,NULL,NULL,10.5507/ff.21.24459479,neuvedené,Univerzita Palackého v Olomouci,PhD existence 11,slo,s. 229-234,311288,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M5,4,4,0,1,4,4,1,,,,,,,,
2021,AFC,D,24780,716000000,FSV,UKFFSVUAP,Univerzita Konštantína Filozofa v Nitre,Fakulta sociálnych vied a zdravotníctva,10,60,NULL,NULL,NULL,50.00000,1,1,9788024459479,NULL,NULL,NULL,NULL,10.5507/ff.21.24459479,uvedené,Univerzita Palackého v Olomouci,PhD existence 11,slo,s. 277-288,312196,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,2,D,D,NU,1,M5,4,4,0,1,2,2,0.5,,,,,,,,
2021,AFC,D,24780,716000000,FSV,UKFFSVKPV,Univerzita Konštantína Filozofa v Nitre,Fakulta sociálnych vied a zdravotníctva,10,60,NULL,NULL,NULL,50.00000,1,1,9788024459479,NULL,NULL,NULL,NULL,10.5507/ff.21.24459479,uvedené,Univerzita Palackého v Olomouci,PhD existence 11,slo,s. 277-288,312196,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,2,D,D,NU,1,M5,4,4,0,1,2,2,0.5,,,,,,,,
2021,AFC,D,24780,716000000,FSV,UKFFSVUAP,Univerzita Konštantína Filozofa v Nitre,Fakulta sociálnych vied a zdravotníctva,60,NULL,NULL,NULL,NULL,100.00000,2,2,9788024459479,NULL,NULL,NULL,NULL,10.5507/ff.21.24459479,neuvedené,Univerzita Palackého v Olomouci,PhD existence 11,slo,s. 91-100,312125,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M5,4,4,0,1,4,4,1,,,,,,,,
2021,AFG,D,24780,716000000,FSS,UKFFSSKCR,Univerzita Konštantína Filozofa v Nitre,Fakulta stredoeurópskych štúdií,10,NULL,NULL,NULL,NULL,100.00000,2,2,9786084881230,NULL,NULL,NULL,NULL,NULL,neuvedené,International Academic Institute,International Virtual Academic Conference. Education and Social Sciences Business and Economics,eng,s. 4-4,311657,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M5,1,1,0,1,1,1,1,,,,,,,,
2021,AFH,D,24780,716000000,FPV,UKFFPVKIN,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,80,NULL,NULL,NULL,NULL,50.00000,4,2,9788090810631,NULL,NULL,NULL,NULL,NULL,uvedené,TopSmart Business,Days of management and economics students 2020,eng,s. 55-57,312407,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M5,1,1,0,1,1,1,1,,,,,,,,
2021,AFD,D,24780,716000000,PFA,UKFPFAKHU,Univerzita Konštantína Filozofa v Nitre,Pedagogická fakulta UKF,10,NULL,NULL,NULL,NULL,100.00000,1,1,9788080605056,NULL,NULL,NULL,NULL,NULL,neuvedené,Slovenská muzikologická asociácia; Hudobné múzeum; Katedra muzikológie,Malé osobnosti veľkých dejín - veľké osobnosti malých dejín : Hudba v Bratislave,slo,s. 190-205,312421,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M5,2,2,0,1,2,2,1,,,,,,,,
2020,ABD,A1,24780,716000000,PFA,UKFPFAKHU,Univerzita Konštantína Filozofa v Nitre,Pedagogická fakulta UKF,10,NULL,NULL,NULL,NULL,100.00000,1,1,9788097167257,NULL,NULL,NULL,NULL,NULL,neuvedené,Ars musica,Hudobné dejiny Bratislavy,slo,s. 232-247,311904,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,A1,A1,NU,1,M5,0.1,0.1,0,1,0.1,0.1,1,,,,,,,,
2020,ABB,A1,24780,716000000,PFA,UKFPFAKHU,Univerzita Konštantína Filozofa v Nitre,Pedagogická fakulta UKF,10,NULL,NULL,NULL,NULL,100.00000,1,1,9788097167257,NULL,NULL,NULL,NULL,NULL,neuvedené,Ars musica,Hudobné dejiny Bratislavy,slo,s. 322-369,311924,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,A1,A1,NU,1,M5,1,1,0,1,1,1,1,,,,,,,,
2020,ABD,A1,24780,716000000,PFA,UKFPFAKHU,Univerzita Konštantína Filozofa v Nitre,Pedagogická fakulta UKF,10,20,NULL,NULL,NULL,39.00000,1,1,9788097167257,NULL,NULL,NULL,NULL,NULL,neuvedené,Ars musica,Hudobné dejiny Bratislavy,slo,s. 371-401,311929,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,A1,A1,NU,1,M5,0.1,0.1,0,1,0.1,0.1,1,,,,,,,,
2020,ABD,A1,24780,716000000,PFA,UKFPFAKHU,Univerzita Konštantína Filozofa v Nitre,Pedagogická fakulta UKF,10,NULL,NULL,NULL,NULL,100.00000,1,1,9788097167257,NULL,NULL,NULL,NULL,NULL,neuvedené,Ars musica,Hudobné dejiny Bratislavy,slo,s. 212-231,311930,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,A1,A1,NU,1,M5,0.1,0.1,0,1,0.1,0.1,1,,,,,,,,
2020,AED,D,24780,716000000,PFA,UKFPFAKHU,Univerzita Konštantína Filozofa v Nitre,Pedagogická fakulta UKF,10,NULL,NULL,NULL,NULL,90.00000,1,1,9788097167257,NULL,NULL,NULL,NULL,NULL,neuvedené,Ars musica,Hudobné dejiny Bratislavy,slo,s. 198-211,311935,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M5,2,2,0,1,2,2,1,,,,,,,,
2020,AED,D,24780,716000000,PFA,UKFPFAKHU,Univerzita Konštantína Filozofa v Nitre,Pedagogická fakulta UKF,10,NULL,NULL,NULL,NULL,44.00000,1,1,9788097167257,NULL,NULL,NULL,NULL,NULL,neuvedené,Ars musica,Hudobné dejiny Bratislavy,slo,s. 274-282,311934,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M5,2,2,0,1,2,2,1,,,,,,,,
2021,AFC,D,24780,716000000,FPV,UKFFPVKIN,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,160,NULL,NULL,NULL,NULL,100.00000,2,2,NULL,18770509,NULL,NULL,NULL,10.1016/j.procs.2021.05.004,uvedené,[s.n.],Procedia Computer Science,eng,s. 28-36,312166,0,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,10,M2,4,4,0,10,40,40,1,,,,,,,,
2021,GII,O,24780,716000000,PFA,UKFPFAKLI,Univerzita Konštantína Filozofa v Nitre,Pedagogická fakulta UKF,60,NULL,NULL,NULL,NULL,100.00000,2,2,NULL,NULL,NULL,NULL,NULL,NULL,uvedené,International Society of Applied Psycholinguistics,12th ISAPL International Congress,eng,s. 166-166,312205,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,O,O,NU,1,M5,0,0,0,1,0,0,1,,,,,,,,
2021,AEC,D,24780,716000000,FSS,UKFFSSUSJ,Univerzita Konštantína Filozofa v Nitre,Fakulta stredoeurópskych štúdií,20,NULL,NULL,NULL,NULL,100.00000,1,1,9783110667257,NULL,NULL,NULL,NULL,10.1515/9783110671056,neuvedené,De Gruyter,"Handbook of Polish, Czech, and Slovak Holocaust Fiction",eng,s. 260-262,312563,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M6,4,4,0,1,4,4,1,,,,,,,,
2021,AEC,D,24780,716000000,FSS,UKFFSSUSJ,Univerzita Konštantína Filozofa v Nitre,Fakulta stredoeurópskych štúdií,20,NULL,NULL,NULL,NULL,100.00000,1,1,9783110667257,NULL,NULL,NULL,NULL,10.1515/9783110671056,neuvedené,De Gruyter,"Handbook of Polish, Czech, and Slovak Holocaust Fiction",eng,s. 303-305,312566,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M6,4,4,0,1,4,4,1,,,,,,,,
2021,AEC,D,24780,716000000,FSS,UKFFSSUSJ,Univerzita Konštantína Filozofa v Nitre,Fakulta stredoeurópskych štúdií,20,NULL,NULL,NULL,NULL,100.00000,1,1,9783110667257,NULL,NULL,NULL,NULL,10.1515/9783110671056,neuvedené,De Gruyter,"Handbook of Polish, Czech, and Slovak Holocaust Fiction",eng,s. 237-240,312555,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M6,4,4,0,1,4,4,1,,,,,,,,
2021,AEC,D,24780,716000000,FSS,UKFFSSUSJ,Univerzita Konštantína Filozofa v Nitre,Fakulta stredoeurópskych štúdií,20,NULL,NULL,NULL,NULL,100.00000,1,1,9783110667257,NULL,NULL,NULL,NULL,10.1515/9783110671056,neuvedené,De Gruyter,"Handbook of Polish, Czech, and Slovak Holocaust Fiction",eng,s. 150-153,312558,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M6,4,4,0,1,4,4,1,,,,,,,,
2021,AEC,D,24780,716000000,FSS,UKFFSSUSJ,Univerzita Konštantína Filozofa v Nitre,Fakulta stredoeurópskych štúdií,20,NULL,NULL,NULL,NULL,50.00000,1,1,9783110667257,NULL,NULL,NULL,NULL,10.1515/9783110671056,neuvedené,De Gruyter,"Handbook of Polish, Czech, and Slovak Holocaust Fiction",eng,s. 263-265,312683,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M6,4,4,0,1,4,4,1,,,,,,,,
2021,GII,O,24780,716000000,FPV,UKFFPVKEE,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,100,NULL,NULL,NULL,NULL,100.00000,3,3,NULL,NULL,NULL,NULL,NULL,NULL,uvedené,Mendelova univerzita v Brně,"6th Forum Carpaticum - Linking the Environmental, Political and Societal Aspects for Carpathian Sustainability",eng,s. 114-114,313052,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,O,O,NU,1,M2,0,0,0,1,0,0,1,,,,,,,,
2021,BFA,D,24780,716000000,FPV,UKFFPVKEE,Univerzita Konštantína Filozofa v Nitre,Fakulta prírodných vied a informatiky,100,NULL,NULL,NULL,NULL,35.00000,2,2,NULL,NULL,NULL,NULL,NULL,NULL,neuvedené,Mendelova univerzita v Brně,"6th Forum Carpaticum - Linking the Environmental, Political and Societal Aspects for Carpathian Sustainability",eng,s. 28-29,442586,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,O,NU,1,M2,1,0,0,1,0,1,1,,,,,,,,
2021,AED,D,24780,716000000,PFA,UKFPFAKTV,Univerzita Konštantína Filozofa v Nitre,Pedagogická fakulta UKF,210,NULL,NULL,NULL,NULL,50.00000,1,1,9788055817262,NULL,NULL,NULL,NULL,NULL,neuvedené,Katedra telesnej výchovy a športu,Šport a rekreácia 2021,slo,s. 29-40,313706,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M5,2,2,0,1,2,2,1,,,,,,,,
2021,AED,D,24780,716000000,PFA,UKFPFAKTV,Univerzita Konštantína Filozofa v Nitre,Pedagogická fakulta UKF,210,NULL,NULL,NULL,NULL,80.00000,2,2,9788055817262,NULL,NULL,NULL,NULL,NULL,uvedené,Katedra telesnej výchovy a športu,Šport a rekreácia 2021,slo,s. 88-94,430434,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716000000,1,1,D,D,NU,1,M5,2,2,0,1,2,2,1,,,,,,,,
